"","human_gene","chicken_gene"
"12476","SCAF1","SCAF1"
"12477","SCAF11","SCAF11"
"12478","SCAF4","SCAF4"
"12479","SCAF8","SCAF8"
"12480","SCAI","SCAI"
"12481","SCAMP1","SCAMP1"
"12482","SCAMP2","SCAMP2"
"12483","SCAMP3","SCAMP3"
"12484","SCAMP4","SCAMP4"
"12485","SCAMP5","SCAMP5"
"12486","SCAND1","SCAND1"
"12487","SCAP","SCAP"
"12488","SCAPER","SCAPER"
"12489","SCARA3","SCARA3"
"12490","SCARA5","SCARA5"
"12491","SCARB1","SCARB1"
"12492","SCARB2","SCARB2"
"12493","SCARF1","SCARF1"
"12494","SCARF2","SCARF2"
"12495","SCARNA1","SCARNA1"
"12496","SCARNA10","SCARNA10"
"12497","SCARNA11","SCARNA11"
"12498","SCARNA12","SCARNA12"
"12499","SCARNA13","SCARNA13"
"12500","SCARNA14","SCARNA14"
"12501","SCARNA16","SCARNA16"
"12502","SCARNA18","SCARNA18"
"12503","SCARNA2","SCARNA2"
"12504","SCARNA20","SCARNA20"
"12505","SCARNA22","SCARNA22"
"12506","SCARNA3","SCARNA3"
"12507","SCARNA6","SCARNA6"
"12508","SCARNA7","SCARNA7"
"12509","SCARNA8","SCARNA8"
"12510","SCART1","SCART1"
"12511","SCCPDH","SCCPDH"
"12512","SCD","SCD"
"12513","SCD5","SCD5"
"12514","SCEL","SCEL"
"12515","SCFD1","SCFD1"
"12516","SCFD2","SCFD2"
"12517","SCG2","SCG2"
"12518","SCG3","SCG3"
"12519","SCG5","SCG5"
"12520","SCGB1A1","SCGB1A1"
"12521","SCGB1D2","SCGB1D"
"12522","SCGB2A2","SCGB2A2"
"12523","SCGB3A2","SCGB3A2"
"12524","SCGN","SCGN"
"12525","SCHIP1","SCHIP1"
"12526","SCIMP","SCIMP"
"12527","SCIN","SCIN"
"12528","SCLT1","SCLT1"
"12529","SCLY","SCLY"
"12530","SCMH1","SCMH1"
"12531","SCML2","SCML2"
"12532","SCML4","SCML4"
"12533","SCN10A","SCN10A"
"12534","SCN11A","SCN11A"
"12535","SCN1A","SCN1A"
"12536","SCN1B","SCN1B"
"12537","SCN2A","SCN2A"
"12538","SCN2B","SCN2B"
"12539","SCN3A","SCN3A"
"12540","SCN3B","SCN3B"
"12541","SCN4A","SCN4A"
"12542","SCN4B","SCN4B"
"12543","SCN5A","SCN5A"
"12544","SCN7A","SCN7A"
"12545","SCN8A","SCN8A"
"12546","SCN9A","SCN9A"
"12547","SCNM1","SCNM1"
"12548","SCNN1A","SCNN1A"
"12549","SCNN1B","SCNN1B"
"12550","SCNN1D","SCNN1D"
"12551","SCNN1G","SCNN1G"
"12552","SCO1","SCO1"
"12553","SCO2","SCO2"
"12554","SCOC","SCOC"
"12555","SCP2","SCP2"
"12556","SCP2D1","SCP2D1"
"12557","SCPEP1","SCPEP1"
"12558","SCRG1","SCRG1"
"12559","SCRIB","SCRIB"
"12560","SCRN1","SCRN1"
"12561","SCRN2","SCRN2"
"12562","SCRN3","SCRN3"
"12563","SCRT1","SCRT1"
"12564","SCRT2","SCRT2"
"12565","SCT","SCT"
"12566","SCTR","SCTR"
"12567","SCUBE1","SCUBE1"
"12568","SCUBE2","SCUBE2"
"12569","SCUBE3","SCUBE3"
"12570","SCX","SCX"
"12571","SCYGR8","SCYGR8"
"12572","SCYL1","SCYL1"
"12573","SCYL2","SCYL2"
"12574","SCYL3","SCYL3"
"12575","SDAD1","SDAD1"
"12576","SDC1","SDC1"
"12577","SDC2","SDC2"
"12578","SDC3","SDC3"
"12579","SDC4","SDC4"
"12580","SDCBP","SDCBP"
"12581","SDCBP2","SDCBP2"
"12582","SDCCAG8","SDCCAG8"
"12583","SDE2","SDE2"
"12584","SDF2","SDF2"
"12585","SDF2L1","SDF2L1"
"12586","SDHA","SDHA"
"12587","SDHAF1","SDHAF1"
"12588","SDHAF2","SDHAF2"
"12589","SDHB","SDHB"
"12590","SDHC","SDHC"
"12591","SDHD","SDHD"
"12592","SDK1","SDK1"
"12593","SDK2","SDK2"
"12594","SDR16C5","SDR16C5"
"12595","SDR39U1","SDR39U1"
"12596","SDR42E1","SDR42E1"
"12597","SDR42E2","SDR42E2"
"12598","SDR9C7","SDR9C7"
"12599","SDS","SDS"
"12600","SDSL","SDSL"
"12601","SEBOX","SEBOX"
"12602","SEC11A","SEC11A"
"12603","SEC11C","SEC11C"
"12604","SEC13","SEC13"
"12605","SEC14L1","SEC14L1"
"12606","SEC14L2","SEC14L2"
"12607","SEC14L3","SEC14L3"
"12608","SEC14L4","SEC14L4"
"12609","SEC14L5","SEC14L5"
"12610","SEC14L6","SEC14L6"
"12611","SEC16A","SEC16A"
"12612","SEC16B","SEC16B"
"12613","SEC22A","SEC22A"
"12614","SEC22B","SEC22B"
"12615","SEC22C","SEC22C"
"12616","SEC23A","SEC23A"
"12617","SEC23B","SEC23B"
"12618","SEC23IP","SEC23IP"
"12619","SEC24A","SEC24A"
"12620","SEC24B","SEC24B"
"12621","SEC24C","SEC24C"
"12622","SEC24D","SEC24D"
"12623","SEC31A","SEC31A"
"12624","SEC31B","SEC31B"
"12625","SEC61A1","SEC61A1"
"12626","SEC61A2","SEC61A2"
"12627","SEC61B","SEC61B"
"12628","SEC61G","SEC61G"
"12629","SEC62","SEC62"
"12630","SEC63","SEC63"
"12631","SECISBP2","SECISBP2"
"12632","SECISBP2L","SECISBP2L"
"12633","SECTM1","SECTM1"
"12634","SECTM1","SECTM1A"
"12635","SEH1L","SEH1L"
"12636","SEL1L","SEL1L"
"12637","SEL1L2","SEL1L2"
"12638","SEL1L3","SEL1L3"
"12639","SELE","SELE"
"12640","SELENBP1","SELENBP1"
"12641","SELENOF","SELENOF"
"12642","SELENOI","SELENOI"
"12643","SELENOK","SELENOK"
"12644","SELENOM","SELENOM"
"12645","SELENON","SELENON"
"12646","SELENOO","SELENOO"
"12647","SELENOP","SELENOP"
"12648","SELENOS","SELENOS"
"12649","SELENOT","SELENOT"
"12650","SELENOV","SELENOV"
"12651","SELENOW","SELENOW"
"12652","SELL","SELL"
"12653","SELP","SELP"
"12654","SEMA3A","SEMA3A"
"12655","SEMA3B","SEMA3B"
"12656","SEMA3C","SEMA3C"
"12657","SEMA3D","SEMA3D"
"12658","SEMA3E","SEMA3E"
"12659","SEMA3F","SEMA3F"
"12660","SEMA3G","SEMA3G"
"12661","SEMA4A","SEMA4A"
"12662","SEMA4B","SEMA4B"
"12663","SEMA4C","SEMA4C"
"12664","SEMA4D","SEMA4D"
"12665","SEMA4F","SEMA4F"
"12666","SEMA4G","SEMA4G"
"12667","SEMA5A","SEMA5A"
"12668","SEMA5B","SEMA5B"
"12669","SEMA6A","SEMA6A"
"12670","SEMA6B","SEMA6B"
"12671","SEMA6C","SEMA6C"
"12672","SEMA6D","SEMA6D"
"12673","SEMA7A","SEMA7A"
"12674","SENP1","SENP1"
"12675","SENP2","SENP2"
"12676","SENP3","SENP3"
"12677","SENP5","SENP5"
"12678","SENP6","SENP6"
"12679","SENP7","SENP7"
"12680","SEPHS1","SEPHS1"
"12681","SEPSECS","SEPSECS"
"12682","SEPTIN1","SEPTIN1"
"12683","SEPTIN10","SEPTIN10"
"12684","SEPTIN11","SEPTIN11"
"12685","SEPTIN12","SEPTIN12"
"12686","SEPTIN14","SEPTIN14"
"12687","SEPTIN2","SEPTIN2"
"12688","SEPTIN3","SEPTIN3"
"12689","SEPTIN5","SEPTIN5"
"12690","SEPTIN6","SEPTIN6"
"12691","SEPTIN7","SEPTIN7"
"12692","SEPTIN8","SEPTIN8"
"12693","SEPTIN9","SEPTIN9"
"12694","SERAC1","SERAC1"
"12695","SERBP1","SERBP1"
"12696","SERF1A","SERF1A"
"12697","SERGEF","SERGEF"
"12698","SERHL2","SERHL2"
"12699","SERINC1","SERINC1"
"12700","SERINC2","SERINC2"
"12701","SERINC3","SERINC3"
"12702","SERINC4","SERINC4"
"12703","SERINC5","SERINC5"
"12704","SERP1","SERP1"
"12705","SERP2","SERP2"
"12706","SERPINA1","SERPINA1"
"12707","SERPINA10","SERPINA10"
"12708","SERPINA11","SERPINA11"
"12709","SERPINA12","SERPINA12"
"12710","SERPINA3","SERPINA3-3"
"12711","SERPINA5","SERPINA5"
"12712","SERPINA6","SERPINA6"
"12713","SERPINA7","SERPINA7"
"12714","SERPINB1","SERPINB1"
"12715","SERPINB10","SERPINB10"
"12716","SERPINB12","SERPINB12"
"12717","SERPINB13","SERPINB13"
"12718","SERPINB2","SERPINB2"
"12719","SERPINB4","SERPINB4"
"12720","SERPINB5","SERPINB5"
"12721","SERPINB6","SERPINB6"
"12722","SERPINB7","SERPINB7"
"12723","SERPINB8","SERPINB8"
"12724","SERPINB9","SERPINB9"
"12725","SERPINC1","SERPINC1"
"12726","SERPIND1","SERPIND1"
"12727","SERPINE1","SERPINE1"
"12728","SERPINE2","SERPINE2"
"12729","SERPINE3","SERPINE3"
"12730","SERPINF1","SERPINF1"
"12731","SERPINF2","SERPINF2"
"12732","SERPING1","SERPING1"
"12733","SERPINH1","SERPINH1"
"12734","SERPINI1","SERPINI1"
"12735","SERPINI2","SERPINI2"
"12736","SERTAD1","SERTAD1"
"12737","SERTAD2","SERTAD2"
"12738","SERTAD3","SERTAD3"
"12739","SERTAD4","SERTAD4"
"12740","SERTM1","SERTM1"
"12741","SERTM2","SERTM2"
"12742","SESN1","SESN1"
"12743","SESN2","SESN2"
"12744","SESN3","SESN3"
"12745","SESTD1","SESTD1"
"12746","SET","SET"
"12747","SETBP1","SETBP1"
"12748","SETD1A","SETD1A"
"12749","SETD1B","SETD1B"
"12750","SETD2","SETD2"
"12751","SETD3","SETD3"
"12752","SETD4","SETD4"
"12753","SETD5","SETD5"
"12754","SETD6","SETD6"
"12755","SETD7","SETD7"
"12756","SETD9","SETD9"
"12757","SETDB1","SETDB1"
"12758","SETDB2","SETDB2"
"12759","SETX","SETX"
"12760","SEZ6","SEZ6"
"12761","SEZ6L","SEZ6L"
"12762","SEZ6L2","SEZ6L2"
"12763","SF1","SF1"
"12764","SF3A1","SF3A1"
"12765","SF3A2","SF3A2"
"12766","SF3A3","SF3A3"
"12767","SF3B1","SF3B1"
"12768","SF3B2","SF3B2"
"12769","SF3B3","SF3B3"
"12770","SF3B4","SF3B4"
"12771","SF3B5","SF3B5"
"12772","SF3B6","SF3B6"
"12773","SFI1","SFI1"
"12774","SFMBT1","SFMBT1"
"12775","SFMBT2","SFMBT2"
"12776","SFN","SFN"
"12777","SFPQ","SFPQ"
"12778","SFR1","SFR1"
"12779","SFRP1","SFRP1"
"12780","SFRP2","SFRP2"
"12781","SFRP4","SFRP4"
"12782","SFRP5","SFRP5"
"12783","SFSWAP","SFSWAP"
"12784","SFT2D1","SFT2D1"
"12785","SFT2D2","SFT2D2"
"12786","SFT2D3","SFT2D3"
"12787","SFTA2","SFTA2"
"12788","SFTPA1","SFTPA1"
"12789","SFTPB","SFTPB"
"12790","SFTPC","SFTPC"
"12791","SFTPD","SFTPD"
"12792","SFXN1","SFXN1"
"12793","SFXN2","SFXN2"
"12794","SFXN3","SFXN3"
"12795","SFXN4","SFXN4"
"12796","SFXN5","SFXN5"
"12797","SGCA","SGCA"
"12798","SGCB","SGCB"
"12799","SGCD","SGCD"
"12800","SGCE","SGCE"
"12801","SGCG","SGCG"
"12802","SGCZ","SGCZ"
"12803","SGF29","SGF29"
"12804","SGIP1","SGIP1"
"12805","SGK1","SGK1"
"12806","SGK3","SGK3"
"12807","SGMS1","SGMS1"
"12808","SGMS2","SGMS2"
"12809","SGO1","SGO1"
"12810","SGO2","SGO2"
"12811","SGPL1","SGPL1"
"12812","SGPP1","SGPP1"
"12813","SGPP2","SGPP2"
"12814","SGSH","SGSH"
"12815","SGSM1","SGSM1"
"12816","SGSM2","SGSM2"
"12817","SGSM3","SGSM3"
"12818","SGTA","SGTA"
"12819","SGTB","SGTB"
"12820","SH2B1","SH2B1"
"12821","SH2B2","SH2B2"
"12822","SH2B3","SH2B3"
"12823","SH2D1A","SH2D1A"
"12824","SH2D1B","SH2D1B"
"12825","SH2D2A","SH2D2A"
"12826","SH2D3A","SH2D3A"
"12827","SH2D3C","SH2D3C"
"12828","SH2D4A","SH2D4A"
"12829","SH2D4B","SH2D4B"
"12830","SH2D5","SH2D5"
"12831","SH2D6","SH2D6"
"12832","SH2D7","SH2D7"
"12833","SH3BGR","SH3BGR"
"12834","SH3BGRL2","SH3BGRL2"
"12835","SH3BGRL3","SH3BGRL3"
"12836","SH3BP1","SH3BP1"
"12837","SH3BP2","SH3BP2"
"12838","SH3BP4","SH3BP4"
"12839","SH3BP5","SH3BP5"
"12840","SH3BP5L","SH3BP5L"
"12841","SH3D19","SH3D19"
"12842","SH3D21","SH3D21"
"12843","SH3GL1","SH3GL1"
"12844","SH3GL2","SH3GL2"
"12845","SH3GL3","SH3GL3"
"12846","SH3GLB1","SH3GLB1"
"12847","SH3GLB2","SH3GLB2"
"12848","SH3KBP1","SH3KBP1"
"12849","SH3PXD2A","SH3PXD2A"
"12850","SH3PXD2B","SH3PXD2B"
"12851","SH3RF1","SH3RF1"
"12852","SH3RF2","SH3RF2"
"12853","SH3RF3","SH3RF3"
"12854","SH3TC1","SH3TC1"
"12855","SH3TC2","SH3TC2"
"12856","SH3YL1","SH3YL1"
"12857","SHANK1","SHANK1"
"12858","SHANK2","SHANK2"
"12859","SHANK3","SHANK3"
"12860","SHB","SHB"
"12861","SHBG","SHBG"
"12862","SHC1","SHC1"
"12863","SHC3","SHC3"
"12864","SHC4","SHC4"
"12865","SHCBP1","SHCBP1"
"12866","SHCBP1L","SHCBP1L"
"12867","SHD","SHD"
"12868","SHE","SHE"
"12869","SHF","SHF"
"12870","SHFL","SHFL"
"12871","SHH","SHH"
"12872","SHISA2","SHISA2"
"12873","SHISA3","SHISA3"
"12874","SHISA4","SHISA4"
"12875","SHISA5","SHISA5"
"12876","SHISA6","SHISA6"
"12877","SHISA7","SHISA7"
"12878","SHISA8","SHISA8"
"12879","SHISA9","SHISA9"
"12880","SHISAL1","SHISAL1"
"12881","SHISAL2A","SHISAL2A"
"12882","SHISAL2B","SHISAL2B"
"12883","SHKBP1","SHKBP1"
"12884","SHLD1","SHLD1"
"12885","SHLD2","SHLD2"
"12886","SHMT1","SHMT1"
"12887","SHMT2","SHMT2"
"12888","SHOC1","SHOC1"
"12889","SHOC2","SHOC2"
"12890","SHOX","SHOX"
"12891","SHOX2","SHOX2"
"12892","SHPK","SHPK"
"12893","SHPRH","SHPRH"
"12894","SHQ1","SHQ1"
"12895","SHROOM1","SHROOM1"
"12896","SHROOM2","SHROOM2"
"12897","SHROOM3","SHROOM3"
"12898","SHROOM4","SHROOM4"
"12899","SHTN1","SHTN1"
"12900","SI","SI"
"12901","SIAE","SIAE"
"12902","SIAH1","SIAH1"
"12903","SIAH2","SIAH2"
"12904","SIAH3","SIAH3"
"12905","SIDT1","SIDT1"
"12906","SIDT2","SIDT2"
"12907","SIGIRR","SIGIRR"
"12908","SIGLEC1","SIGLEC1"
"12909","SIGLEC10","SIGLEC10"
"12910","SIGLEC15","SIGLEC15"
"12911","SIGLECL1","SIGLECL1"
"12912","SIGMAR1","SIGMAR1"
"12913","SIK1","SIK1"
"12914","SIK2","SIK2"
"12915","SIK3","SIK3"
"12916","SIKE1","SIKE1"
"12917","SIL1","SIL1"
"12918","SIM1","SIM1"
"12919","SIM2","SIM2"
"12920","SIMC1","SIMC1"
"12921","SIN3A","SIN3A"
"12922","SIN3B","SIN3B"
"12923","SINHCAF","SINHCAF"
"12924","SIPA1","SIPA1"
"12925","SIPA1L1","SIPA1L1"
"12926","SIPA1L2","SIPA1L2"
"12927","SIPA1L3","SIPA1L3"
"12928","SIRPA","SIRPA"
"12929","SIRPB1","SIRPB1"
"12930","SIRPB2","SIRPB2"
"12931","SIRPD","SIRPD"
"12932","SIRT1","SIRT1"
"12933","SIRT2","SIRT2"
"12934","SIRT3","SIRT3"
"12935","SIRT4","SIRT4"
"12936","SIRT5","SIRT5"
"12937","SIRT6","SIRT6"
"12938","SIRT7","SIRT7"
"12939","SIT1","SIT1"
"12940","SIVA1","SIVA1"
"12941","SIX1","SIX1"
"12942","SIX2","SIX2"
"12943","SIX3","SIX3"
"12944","SIX4","SIX4"
"12945","SIX5","SIX5"
"12946","SIX6","SIX6"
"12947","SKA1","SKA1"
"12948","SKA3","SKA3"
"12949","SKAP1","SKAP1"
"12950","SKAP2","SKAP2"
"12951","SKI","SKI"
"12952","SKIC2","SKIC2"
"12953","SKIC3","SKIC3"
"12954","SKIC8","SKIC8"
"12955","SKIDA1","SKIDA1"
"12956","SKIL","SKIL"
"12957","SKOR1","SKOR1"
"12958","SKOR2","SKOR2"
"12959","SKP2","SKP2"
"12960","SLA","SLA"
"12961","SLA2","SLA2"
"12962","SLAIN1","SLAIN1"
"12963","SLAIN2","SLAIN2"
"12964","SLAMF1","SLAMF1"
"12965","SLAMF6","SLAMF6"
"12966","SLAMF7","SLAMF7"
"12967","SLAMF8","SLAMF8"
"12968","SLAMF9","SLAMF9"
"12969","SLBP","SLBP"
"12970","SLC10A1","SLC10A1"
"12971","SLC10A2","SLC10A2"
"12972","SLC10A3","SLC10A3"
"12973","SLC10A4","SLC10A4"
"12974","SLC10A5","SLC10A5"
"12975","SLC10A6","SLC10A6"
"12976","SLC10A7","SLC10A7"
"12977","SLC11A1","SLC11A1"
"12978","SLC11A2","SLC11A2"
"12979","SLC12A1","SLC12A1"
"12980","SLC12A2","SLC12A2"
"12981","SLC12A3","SLC12A3"
"12982","SLC12A4","SLC12A4"
"12983","SLC12A5","SLC12A5"
"12984","SLC12A6","SLC12A6"
"12985","SLC12A7","SLC12A7"
"12986","SLC12A8","SLC12A8"
"12987","SLC12A9","SLC12A9"
"12988","SLC13A1","SLC13A1"
"12989","SLC13A2","SLC13A2"
"12990","SLC13A3","SLC13A3"
"12991","SLC13A4","SLC13A4"
"12992","SLC13A5","SLC13A5"
"12993","SLC14A1","SLC14A1"
"12994","SLC14A2","SLC14A2"
"12995","SLC15A1","SLC15A1"
"12996","SLC15A2","SLC15A2"
"12997","SLC15A3","SLC15A3"
"12998","SLC15A4","SLC15A4"
"12999","SLC15A5","SLC15A5"
"13000","SLC16A1","SLC16A1"
"13001","SLC16A10","SLC16A10"
"13002","SLC16A11","SLC16A11"
"13003","SLC16A12","SLC16A12"
"13004","SLC16A13","SLC16A13"
"13005","SLC16A14","SLC16A14"
"13006","SLC16A2","SLC16A2"
"13007","SLC16A3","SLC16A3"
"13008","SLC16A4","SLC16A4"
"13009","SLC16A5","SLC16A5"
"13010","SLC16A6","SLC16A6"
"13011","SLC16A7","SLC16A7"
"13012","SLC16A8","SLC16A8"
"13013","SLC16A9","SLC16A9"
"13014","SLC17A1","SLC17A1"
"13015","SLC17A2","SLC17A2"
"13016","SLC17A3","SLC17A3"
"13017","SLC17A4","SLC17A4"
"13018","SLC17A5","SLC17A5"
"13019","SLC17A6","SLC17A6"
"13020","SLC17A7","SLC17A7"
"13021","SLC17A8","SLC17A8"
"13022","SLC17A9","SLC17A9"
"13023","SLC18A1","SLC18A1"
"13024","SLC18A2","SLC18A2"
"13025","SLC18A3","SLC18A3"
"13026","SLC18B1","SLC18B1"
"13027","SLC19A1","SLC19A1"
"13028","SLC19A2","SLC19A2"
"13029","SLC19A3","SLC19A3"
"13030","SLC1A1","SLC1A1"
"13031","SLC1A2","SLC1A2"
"13032","SLC1A3","SLC1A3"
"13033","SLC1A4","SLC1A4"
"13034","SLC1A5","SLC1A5"
"13035","SLC1A6","SLC1A6"
"13036","SLC1A7","SLC1A7"
"13037","SLC20A1","SLC20A1"
"13038","SLC20A2","SLC20A2"
"13039","SLC22A1","SLC22A1"
"13040","SLC22A10","SLC22A10"
"13041","SLC22A11","SLC22A11"
"13042","SLC22A12","SLC22A12"
"13043","SLC22A14","SLC22A14"
"13044","SLC22A15","SLC22A15"
"13045","SLC22A16","SLC22A16"
"13046","SLC22A17","SLC22A17"
"13047","SLC22A18","SLC22A18"
"13048","SLC22A2","SLC22A2"
"13049","SLC22A23","SLC22A23"
"13050","SLC22A3","SLC22A3"
"13051","SLC22A31","SLC22A31"
"13052","SLC22A4","SLC22A4"
"13053","SLC22A5","SLC22A5"
"13054","SLC22A6","SLC22A6"
"13055","SLC22A7","SLC22A7"
"13056","SLC22A8","SLC22A8"
"13057","SLC22A9","SLC22A9"
"13058","SLC23A1","SLC23A1"
"13059","SLC23A2","SLC23A2"
"13060","SLC23A3","SLC23A3"
"13061","SLC24A1","SLC24A1"
"13062","SLC24A2","SLC24A2"
"13063","SLC24A3","SLC24A3"
"13064","SLC24A4","SLC24A4"
"13065","SLC24A5","SLC24A5"
"13066","SLC25A1","SLC25A1"
"13067","SLC25A10","SLC25A10"
"13068","SLC25A11","SLC25A11"
"13069","SLC25A12","SLC25A12"
"13070","SLC25A13","SLC25A13"
"13071","SLC25A14","SLC25A14"
"13072","SLC25A15","SLC25A15"
"13073","SLC25A16","SLC25A16"
"13074","SLC25A17","SLC25A17"
"13075","SLC25A19","SLC25A19"
"13076","SLC25A20","SLC25A20"
"13077","SLC25A21","SLC25A21"
"13078","SLC25A22","SLC25A22"
"13079","SLC25A23","SLC25A23"
"13080","SLC25A24","SLC25A24"
"13081","SLC25A25","SLC25A25"
"13082","SLC25A26","SLC25A26"
"13083","SLC25A27","SLC25A27"
"13084","SLC25A28","SLC25A28"
"13085","SLC25A29","SLC25A29"
"13086","SLC25A3","SLC25A3"
"13087","SLC25A30","SLC25A30"
"13088","SLC25A31","SLC25A31"
"13089","SLC25A32","SLC25A32"
"13090","SLC25A33","SLC25A33"
"13091","SLC25A34","SLC25A34"
"13092","SLC25A36","SLC25A36"
"13093","SLC25A37","SLC25A37"
"13094","SLC25A38","SLC25A38"
"13095","SLC25A39","SLC25A39"
"13096","SLC25A4","SLC25A4"
"13097","SLC25A40","SLC25A40"
"13098","SLC25A41","SLC25A41"
"13099","SLC25A42","SLC25A42"
"13100","SLC25A43","SLC25A43"
"13101","SLC25A44","SLC25A44"
"13102","SLC25A45","SLC25A45"
"13103","SLC25A46","SLC25A46"
"13104","SLC25A47","SLC25A47"
"13105","SLC25A48","SLC25A48"
"13106","SLC25A5","SLC25A5"
"13107","SLC25A51","SLC25A51"
"13108","SLC25A53","SLC25A53"
"13109","SLC25A6","SLC25A6"
"13110","SLC26A1","SLC26A1"
"13111","SLC26A11","SLC26A11"
"13112","SLC26A2","SLC26A2"
"13113","SLC26A3","SLC26A3"
"13114","SLC26A4","SLC26A4"
"13115","SLC26A5","SLC26A5"
"13116","SLC26A6","SLC26A6"
"13117","SLC26A7","SLC26A7"
"13118","SLC26A8","SLC26A8"
"13119","SLC26A9","SLC26A9"
"13120","SLC27A1","SLC27A1"
"13121","SLC27A2","SLC27A2"
"13122","SLC27A3","SLC27A3"
"13123","SLC27A4","SLC27A4"
"13124","SLC27A5","SLC27A5"
"13125","SLC27A6","SLC27A6"
"13126","SLC28A1","SLC28A1"
"13127","SLC28A2","SLC28A2"
"13128","SLC28A3","SLC28A3"
"13129","SLC29A1","SLC29A1"
"13130","SLC29A2","SLC29A2"
"13131","SLC29A3","SLC29A3"
"13132","SLC29A4","SLC29A4"
"13133","SLC2A1","SLC2A1"
"13134","SLC2A10","SLC2A10"
"13135","SLC2A11","SLC2A11"
"13136","SLC2A12","SLC2A12"
"13137","SLC2A13","SLC2A13"
"13138","SLC2A2","SLC2A2"
"13139","SLC2A4","SLC2A4"
"13140","SLC2A4RG","SLC2A4RG"
"13141","SLC2A5","SLC2A5"
"13142","SLC2A6","SLC2A6"
"13143","SLC2A8","SLC2A8"
"13144","SLC2A9","SLC2A9"
"13145","SLC30A1","SLC30A1"
"13146","SLC30A10","SLC30A10"
"13147","SLC30A2","SLC30A2"
"13148","SLC30A3","SLC30A3"
"13149","SLC30A4","SLC30A4"
"13150","SLC30A5","SLC30A5"
"13151","SLC30A6","SLC30A6"
"13152","SLC30A7","SLC30A7"
"13153","SLC30A8","SLC30A8"
"13154","SLC30A9","SLC30A9"
"13155","SLC31A1","SLC31A1"
"13156","SLC31A2","SLC31A2"
"13157","SLC32A1","SLC32A1"
"13158","SLC33A1","SLC33A1"
"13159","SLC34A1","SLC34A1"
"13160","SLC34A2","SLC34A2"
"13161","SLC34A3","SLC34A3"
"13162","SLC35A1","SLC35A1"
"13163","SLC35A2","SLC35A2"
"13164","SLC35A3","SLC35A3"
"13165","SLC35A4","SLC35A4"
"13166","SLC35A5","SLC35A5"
"13167","SLC35B1","SLC35B1"
"13168","SLC35B2","SLC35B2"
"13169","SLC35B3","SLC35B3"
"13170","SLC35B4","SLC35B4"
"13171","SLC35C1","SLC35C1"
"13172","SLC35C2","SLC35C2"
"13173","SLC35D1","SLC35D1"
"13174","SLC35D2","SLC35D2"
"13175","SLC35D3","SLC35D3"
"13176","SLC35E1","SLC35E1"
"13177","SLC35E2B","SLC35E2"
"13178","SLC35E3","SLC35E3"
"13179","SLC35E4","SLC35E4"
"13180","SLC35F1","SLC35F1"
"13181","SLC35F3","SLC35F3"
"13182","SLC35F4","SLC35F4"
"13183","SLC35F5","SLC35F5"
"13184","SLC35F6","SLC35F6"
"13185","SLC35G1","SLC35G1"
"13186","SLC35G2","SLC35G2"
"13187","SLC36A1","SLC36A1"
"13188","SLC36A2","SLC36A2"
"13189","SLC36A3","SLC36A3"
"13190","SLC36A4","SLC36A4"
"13191","SLC37A1","SLC37A1"
"13192","SLC37A2","SLC37A2"
"13193","SLC37A3","SLC37A3"
"13194","SLC37A4","SLC37A4"
"13195","SLC38A1","SLC38A1"
"13196","SLC38A10","SLC38A10"
"13197","SLC38A11","SLC38A11"
"13198","SLC38A2","SLC38A2"
"13199","SLC38A3","SLC38A3"
"13200","SLC38A4","SLC38A4"
"13201","SLC38A5","SLC38A5"
"13202","SLC38A6","SLC38A6"
"13203","SLC38A7","SLC38A7"
"13204","SLC38A8","SLC38A8"
"13205","SLC38A9","SLC38A9"
"13206","SLC39A1","SLC39A1"
"13207","SLC39A10","SLC39A10"
"13208","SLC39A11","SLC39A11"
"13209","SLC39A12","SLC39A12"
"13210","SLC39A13","SLC39A13"
"13211","SLC39A14","SLC39A14"
"13212","SLC39A2","SLC39A2"
"13213","SLC39A3","SLC39A3"
"13214","SLC39A4","SLC39A4"
"13215","SLC39A5","SLC39A5"
"13216","SLC39A6","SLC39A6"
"13217","SLC39A7","SLC39A7"
"13218","SLC39A8","SLC39A8"
"13219","SLC39A9","SLC39A9"
"13220","SLC3A1","SLC3A1"
"13221","SLC3A2","SLC3A2"
"13222","SLC40A1","SLC40A1"
"13223","SLC41A1","SLC41A1"
"13224","SLC41A2","SLC41A2"
"13225","SLC41A3","SLC41A3"
"13226","SLC43A1","SLC43A1"
"13227","SLC43A2","SLC43A2"
"13228","SLC43A3","SLC43A3"
"13229","SLC44A1","SLC44A1"
"13230","SLC44A2","SLC44A2"
"13231","SLC44A3","SLC44A3"
"13232","SLC44A4","SLC44A4"
"13233","SLC44A5","SLC44A5"
"13234","SLC45A1","SLC45A1"
"13235","SLC45A2","SLC45A2"
"13236","SLC45A3","SLC45A3"
"13237","SLC45A4","SLC45A4"
"13238","SLC46A1","SLC46A1"
"13239","SLC46A2","SLC46A2"
"13240","SLC46A3","SLC46A3"
"13241","SLC47A1","SLC47A1"
"13242","SLC47A2","SLC47A2"
"13243","SLC48A1","SLC48A1"
"13244","SLC49A3","SLC49A3"
"13245","SLC49A4","SLC49A4"
"13246","SLC4A1","SLC4A1"
"13247","SLC4A10","SLC4A10"
"13248","SLC4A11","SLC4A11"
"13249","SLC4A1AP","SLC4A1AP"
"13250","SLC4A2","SLC4A2"
"13251","SLC4A3","SLC4A3"
