"","human_gene","dog_gene"
"13072","TCF21","TCF21"
"13073","TCF23","TCF23"
"13074","PPP1R42","TCF24"
"13075","TUBB3","TCF25"
"13076","TCF3","TCF3"
"13077","TCF4","TCF4"
"13078","TCF7L1","TCF7L1"
"13079","TCF7L2","TCF7L2"
"13080","TCFL5","TCFL5"
"13081","TCHHL1","TCHHL1"
"13082","TCIM","TCIM"
"13083","TCIRG1","TCIRG1"
"13084","TCL1B","TCL1B"
"13085","TCN1","TCN1"
"13086","TCN2","TCN2"
"13087","TCOF1","TCOF1"
"13088","TCP1","TCP1"
"13089","TCP11","TCP11"
"13090","TCP11L1","TCP11L1"
"13091","TCP11L2","TCP11L2"
"13092","TCTA","TCTA"
"13093","TCTE1","TCTE1"
"13094","DYNLT5","TCTEX1D1"
"13095","TCTN1","TCTN1"
"13096","TCTN3","TCTN3"
"13097","TDG","TDG"
"13098","TDGF1","TDGF1"
"13099","TDO2","TDO2"
"13100","TDP1","TDP1"
"13101","TDP2","TDP2"
"13102","TDRD1","TDRD1"
"13103","TDRD12","TDRD12"
"13104","TDRD15","TDRD15"
"13105","TDRD3","TDRD3"
"13106","TDRD5","TDRD5"
"13107","TDRD6","TDRD6"
"13108","TDRD7","TDRD7"
"13109","TDRD9","TDRD9"
"13110","TDRKH","TDRKH"
"13111","TEAD1","TEAD1"
"13112","TEAD2","TEAD2"
"13113","TEAD3","TEAD3"
"13114","TEC","TEC"
"13115","TECPR1","TECPR1"
"13116","TECPR2","TECPR2"
"13117","TECR","TECR"
"13118","TECRL","TECRL"
"13119","TECTA","TECTA"
"13120","TECTB","TECTB"
"13121","TEDC2","TEDC2"
"13122","TEF","TEF"
"13123","TEFM","TEFM"
"13124","TEK","TEK"
"13125","TEKT1","TEKT1"
"13126","TEKT3","TEKT3"
"13127","TEKT5","TEKT5"
"13128","TEKTL1","TEKTL1"
"13129","TELO2","TELO2"
"13130","TEN1","TEN1"
"13131","TENM1","TENM1"
"13132","TENM2","TENM2"
"13133","TENM3","TENM3"
"13134","TENM4","TENM4"
"13135","TENT2","TENT2"
"13136","TENT4A","TENT4A"
"13137","TENT4B","TENT4B"
"13138","TENT5A","TENT5A"
"13139","TENT5B","TENT5B"
"13140","TENT5C","TENT5C"
"13141","TENT5D","TENT5D"
"13142","TEP1","TEP1"
"13143","TEPSIN","TEPSIN"
"13144","TERB1","TERB1"
"13145","TERB2","TERB2"
"13146","TERF1","TERF1"
"13147","TERF2","TERF2"
"13148","TERF2IP","TERF2IP"
"13149","TERT","TERT"
"13150","TES","TES"
"13151","TESC","TESC"
"13152","TESK1","TESK1"
"13153","TESK2","TESK2"
"13154","TESPA1","TESPA1"
"13155","TET1","TET1"
"13156","TET2","TET2"
"13157","TET3","TET3"
"13158","TEX10","TEX10"
"13159","TEX101","TEX101"
"13160","TEX11","TEX11"
"13161","TEX12","TEX12"
"13162","TEX13D","TEX13C"
"13163","TEX14","TEX14"
"13164","TEX15","TEX15"
"13165","TEX2","TEX2"
"13166","TEX22","TEX22"
"13167","TEX26","TEX26"
"13168","TEX264","TEX264"
"13169","TEX28","TEX28"
"13170","TEX35","TEX35"
"13171","TEX36","TEX36"
"13172","SPMIP10","TEX43"
"13173","TEX46","TEX46"
"13174","TEX47","TEX47"
"13175","TEX48","TEX48"
"13176","TEX50","TEX50"
"13177","TEX52","TEX52"
"13178","TEX9","TEX9"
"13179","TFAM","TFAM"
"13180","TFAP2A","TFAP2A"
"13181","TFAP2B","TFAP2B"
"13182","TFAP2C","TFAP2C"
"13183","TFAP2D","TFAP2D"
"13184","TFAP2E","TFAP2E"
"13185","TFAP4","TFAP4"
"13186","TFB1M","TFB1M"
"13187","TFB2M","TFB2M"
"13188","TFCP2","TFCP2"
"13189","TFCP2L1","TFCP2L1"
"13190","TFDP1","TFDP1"
"13191","TFDP2","TFDP2"
"13192","TFE3","TFE3"
"13193","TFEB","TFEB"
"13194","TFEC","TFEC"
"13195","TFF1","TFF1"
"13196","TFF2","TFF2"
"13197","TFF3","TFF3"
"13198","TFG","TFG"
"13199","TFIP11","TFIP11"
"13200","TFPI","TFPI"
"13201","TFPI2","TFPI2"
"13202","TFPT","TFPT"
"13203","TFR2","TFR2"
"13204","TFRC","TFRC"
"13205","TG","TG"
"13206","TGDS","TGDS"
"13207","TGFB1","TGFB1"
"13208","TGFB2","TGFB2"
"13209","TGFB3","TGFB3"
"13210","TGFBI","TGFBI"
"13211","TGFBR1","TGFBR1"
"13212","TGFBR2","TGFBR2"
"13213","TGFBR3","TGFBR3"
"13214","TGFBRAP1","TGFBRAP1"
"13215","TGIF1","TGIF1"
"13216","TGIF2","TGIF2"
"13217","TGM1","TGM1"
"13218","TGM2","TGM2"
"13219","TGM3","TGM3"
"13220","TGM5","TGM5"
"13221","TGM6","TGM6"
"13222","TGM7","TGM7"
"13223","TGS1","TGS1"
"13224","TH","TH"
"13225","THADA","THADA"
"13226","THAP1","THAP1"
"13227","THAP10","THAP10"
"13228","THAP2","THAP2"
"13229","THAP3","THAP3"
"13230","THAP4","THAP4"
"13231","THAP7","THAP7"
"13232","THAP8","THAP8"
"13233","THAP9","THAP9"
"13234","THBD","THBD"
"13235","THBS1","THBS1"
"13236","THBS2","THBS2"
"13237","THBS3","THBS3"
"13238","THBS4","THBS4"
"13239","SPMAP2","THEG"
"13240","SPMAP2L","THEGL"
"13241","THEM4","THEM4"
"13242","THEM5","THEM5"
"13243","THEM6","THEM6"
"13244","THEMIS","THEMIS"
"13245","THEMIS2","THEMIS2"
"13246","THG1L","THG1L"
"13247","THNSL1","THNSL1"
"13248","THNSL2","THNSL2"
"13249","THOC1","THOC1"
"13250","THOC2","THOC2"
"13251","THOC3","THOC3"
"13252","THOC5","THOC5"
"13253","THOC6","THOC6"
"13254","THOC7","THOC7"
"13255","THOP1","THOP1"
"13256","THPO","THPO"
"13257","THRA","THRA"
"13258","THRAP3","THRAP3"
"13259","THRB","THRB"
"13260","THRSP","THRSP"
"13261","THSD4","THSD4"
"13262","THSD7A","THSD7A"
"13263","THSD7B","THSD7B"
"13264","THTPA","THTPA"
"13265","THUMPD1","THUMPD1"
"13266","THUMPD2","THUMPD2"
"13267","THUMPD3","THUMPD3"
"13268","THY1","THY1"
"13269","THYN1","THYN1"
"13270","TIA1","TIA1"
"13271","TIAL1","TIAL1"
"13272","TIAM1","TIAM1"
"13273","TIAM2","TIAM2"
"13274","TICRR","TICRR"
"13275","TIE1","TIE1"
"13276","TIFA","TIFA"
"13277","TIFAB","TIFAB"
"13278","TIGAR","TIGAR"
"13279","TIGD2","TIGD2"
"13280","TIGD3","TIGD3"
"13281","TIGD4","TIGD4"
"13282","TIGD5","TIGD5"
"13283","TIGD7","TIGD7"
"13284","TIGIT","TIGIT"
"13285","TIMM10","TIMM10"
"13286","TIMM10B","TIMM10B"
"13287","TIMM17A","TIMM17A"
"13288","TIMM21","TIMM21"
"13289","TIMM22","TIMM22"
"13290","TIMM29","TIMM29"
"13291","TIMM44","TIMM44"
"13292","TIMM50","TIMM50"
"13293","TIMM8A","TIMM8A"
"13294","TIMM9","TIMM9"
"13295","TIMMDC1","TIMMDC1"
"13296","TIMP1","TIMP1"
"13297","TIMP3","TIMP3"
"13298","TIMP4","TIMP4"
"13299","TINAG","TINAG"
"13300","TINAGL1","TINAGL1"
"13301","TINF2","TINF2"
"13302","TIPARP","TIPARP"
"13303","TIPIN","TIPIN"
"13304","TIRAP","TIRAP"
"13305","TJAP1","TJAP1"
"13306","TJP1","TJP1"
"13307","TJP2","TJP2"
"13308","TJP3","TJP3"
"13309","TK1","TK1"
"13310","TK2","TK2"
"13311","TKFC","TKFC"
"13312","TKT","TKT"
"13313","TKTL1","TKTL1"
"13314","TLCD1","TLCD1"
"13315","TLCD2","TLCD2"
"13316","TLCD3A","TLCD3A"
"13317","TLCD3B","TLCD3B"
"13318","TLCD4","TLCD4"
"13319","TLCD5","TLCD5"
"13320","TLDC2","TLDC2"
"13321","TLE1","TLE1"
"13322","TLE3","TLE3"
"13323","TLE4","TLE4"
"13324","TLE5","TLE5"
"13325","TLE7","TLE7"
"13326","TLK1","TLK1"
"13327","TLK2","TLK2"
"13328","TLL1","TLL1"
"13329","TLL2","TLL2"
"13330","TLN1","TLN1"
"13331","TLN2","TLN2"
"13332","TLNRD1","TLNRD1"
"13333","TLR1","TLR1"
"13334","TLR2","TLR2"
"13335","TLR3","TLR3"
"13336","TLR4","TLR4"
"13337","TLR5","TLR5"
"13338","TLR7","TLR7"
"13339","TLR8","TLR8"
"13340","TLR9","TLR9"
"13341","TLX1","TLX1"
"13342","TLX2","TLX2"
"13343","TLX3","TLX3"
"13344","TM2D1","TM2D1"
"13345","TM2D2","TM2D2"
"13346","TM2D3","TM2D3"
"13347","TM4SF1","TM4SF1"
"13348","TM4SF18","TM4SF18"
"13349","TM4SF19","TM4SF19"
"13350","TM4SF20","TM4SF20"
"13351","TM4SF4","TM4SF4"
"13352","TM4SF5","TM4SF5"
"13353","TM6SF1","TM6SF1"
"13354","TM6SF2","TM6SF2"
"13355","TM7SF2","TM7SF2"
"13356","TM7SF3","TM7SF3"
"13357","TM9SF1","TM9SF1"
"13358","TM9SF2","TM9SF2"
"13359","TM9SF3","TM9SF3"
"13360","TM9SF4","TM9SF4"
"13361","TMA16","TMA16"
"13362","TMA7","TMA7"
"13363","TMBIM1","TMBIM1"
"13364","TMBIM4","TMBIM4"
"13365","TMBIM6","TMBIM6"
"13366","TMC1","TMC1"
"13367","TMC2","TMC2"
"13368","TMC3","TMC3"
"13369","TMC4","TMC4"
"13370","TMC5","TMC5"
"13371","TMC6","TMC6"
"13372","TMC8","TMC8"
"13373","TMCC1","TMCC1"
"13374","TMCC2","TMCC2"
"13375","TMCC3","TMCC3"
"13376","TMCO1","TMCO1"
"13377","TMCO2","TMCO2"
"13378","TMCO3","TMCO3"
"13379","TMCO4","TMCO4"
"13380","TMCO5A","TMCO5A"
"13381","TMCO6","TMCO6"
"13382","TMED1","TMED1"
"13383","TMED10","TMED10"
"13384","TMED2","TMED2"
"13385","TMED3","TMED3"
"13386","DDX56","TMED4"
"13387","TMED5","TMED5"
"13388","TMED6","TMED6"
"13389","TMED7","TMED7"
"13390","TMED8","TMED8"
"13391","TMED9","TMED9"
"13392","TMEFF1","TMEFF1"
"13393","TMEFF2","TMEFF2"
"13394","TMEM100","TMEM100"
"13395","TMEM101","TMEM101"
"13396","TMEM102","TMEM102"
"13397","TMEM104","TMEM104"
"13398","NBR1","TMEM106A"
"13399","TMEM106B","TMEM106B"
"13400","TMEM106C","TMEM106C"
"13401","TMEM107","TMEM107"
"13402","TMEM108","TMEM108"
"13403","TMEM109","TMEM109"
"13404","TMEM11","TMEM11"
"13405","TMEM114","TMEM114"
"13406","TMEM115","TMEM115"
"13407","TMEM116","TMEM116"
"13408","TMEM117","TMEM117"
"13409","TMEM119","TMEM119"
"13410","TMEM120A","TMEM120A"
"13411","TMEM120B","TMEM120B"
"13412","TMEM123","TMEM123"
"13413","TMEM126A","TMEM126A"
"13414","TMEM127","TMEM127"
"13415","TMEM128","TMEM128"
"13416","TMEM129","TMEM129"
"13417","TMEM130","TMEM130"
"13418","TMEM131","TMEM131"
"13419","TMEM131L","TMEM131L"
"13420","TMEM132A","TMEM132A"
"13421","TMEM132B","TMEM132B"
"13422","TMEM132C","TMEM132C"
"13423","TMEM132D","TMEM132D"
"13424","TMEM132E","TMEM132E"
"13425","TMEM134","TMEM134"
"13426","TMEM135","TMEM135"
"13427","TMEM138","TMEM138"
"13428","TMEM139","TMEM139"
"13429","TMEM140","TMEM140"
"13430","TMEM143","TMEM143"
"13431","TMEM144","TMEM144"
"13432","TMEM145","TMEM145"
"13433","TMEM147","TMEM147"
"13434","TMEM150A","TMEM150A"
"13435","TMEM150B","TMEM150B"
"13436","TMEM150C","TMEM150C"
"13437","TMEM151A","TMEM151A"
"13438","TMEM151B","TMEM151B"
"13439","TMEM154","TMEM154"
"13440","TMEM156","TMEM156"
"13441","TMEM158","TMEM158"
"13442","ANKS4B","TMEM159"
"13443","TMEM160","TMEM160"
"13444","TMEM161A","TMEM161A"
"13445","TMEM161B","TMEM161B"
"13446","TMEM163","TMEM163"
"13447","TMEM164","TMEM164"
"13448","TMEM165","TMEM165"
"13449","TMEM167A","TMEM167A"
"13450","TMEM168","TMEM168"
"13451","TMEM169","TMEM169"
"13452","TMEM17","TMEM17"
"13453","TMEM170A","TMEM170A"
"13454","TMEM170B","TMEM170B"
"13455","TMEM171","TMEM171"
"13456","TMEM174","TMEM174"
"13457","TMEM175","TMEM175"
"13458","TMEM176B","TMEM176B"
"13459","TMEM178A","TMEM178A"
"13460","TMEM178B","TMEM178B"
"13461","TMEM179","TMEM179"
"13462","TMEM179B","TMEM179B"
"13463","TMEM18","TMEM18"
"13464","TMEM181","TMEM181"
"13465","TMEM182","TMEM182"
"13466","TMEM183A","TMEM183A"
"13467","TMEM184A","TMEM184A"
"13468","TMEM184C","TMEM184C"
"13469","TMEM185B","TMEM185B"
"13470","TMEM187","TMEM187"
"13471","TMEM19","TMEM19"
"13472","TMEM190","TMEM190"
"13473","TMEM192","TMEM192"
"13474","TMEM196","TMEM196"
"13475","TMEM198","TMEM198"
"13476","TMEM199","TMEM199"
"13477","TMEM200A","TMEM200A"
"13478","TMEM200B","TMEM200B"
"13479","TMEM200C","TMEM200C"
"13480","TMEM201","TMEM201"
"13481","TMEM203","TMEM203"
"13482","TMEM205","TMEM205"
"13483","TMEM207","TMEM207"
"13484","TMEM208","TMEM208"
"13485","TMEM209","TMEM209"
"13486","LHFPL7","TMEM211"
"13487","TMEM212","TMEM212"
"13488","TMEM213","TMEM213"
"13489","TMEM214","TMEM214"
"13490","TMEM215","TMEM215"
"13491","TMEM216","TMEM216"
"13492","TMEM217","TMEM217"
"13493","TMEM217B","TMEM217B"
"13494","TMEM218","TMEM218"
"13495","TMEM221","TMEM221"
"13496","TMEM222","TMEM222"
"13497","TMEM223","TMEM223"
"13498","TMEM225","TMEM225"
"13499","TMEM225B","TMEM225B"
"13500","TMEM229B","TMEM229B"
"13501","TMEM230","TMEM230"
"13502","TMEM231","TMEM231"
"13503","TMEM232","TMEM232"
"13504","TMEM233","TMEM233"
"13505","TMEM234","TMEM234"
"13506","TMEM235","TMEM235"
"13507","TMEM236","TMEM236"
"13508","TMEM237","TMEM237"
"13509","TMEM238","TMEM238"
"13510","TMEM238L","TMEM238L"
"13511","TMEM239","TMEM239"
"13512","TMEM241","TMEM241"
"13513","TMEM242","TMEM242"
"13514","TMEM243","TMEM243"
"13515","TMEM245","TMEM245"
"13516","PGAP4","TMEM246"
"13517","TMEM247","TMEM247"
"13518","TMEM248","TMEM248"
"13519","TMEM249","TMEM249"
"13520","TMEM25","TMEM25"
"13521","TMEM250","TMEM250"
"13522","TMEM252","TMEM252"
"13523","TMEM253","TMEM253"
"13524","TMEM254","TMEM254"
"13525","TMEM255A","TMEM255A"
"13526","TMEM256","TMEM256"
"13527","TMEM258","TMEM258"
"13528","TMEM259","TMEM259"
"13529","TMEM26","TMEM26"
"13530","TMEM260","TMEM260"
"13531","TMEM262","TMEM262"
"13532","TMEM263","TMEM263"
"13533","TMEM267","TMEM267"
"13534","TMEM268","TMEM268"
"13535","TMEM270","TMEM270"
"13536","VSTM4","TMEM273"
"13537","TMEM30A","TMEM30A"
"13538","TMEM30B","TMEM30B"
"13539","TMEM31","TMEM31"
"13540","TMEM33","TMEM33"
"13541","TMEM35A","TMEM35A"
"13542","TMEM38A","TMEM38A"
"13543","TMEM38B","TMEM38B"
"13544","TMEM39A","TMEM39A"
"13545","TMEM39B","TMEM39B"
"13546","TMEM40","TMEM40"
"13547","TMEM41B","TMEM41B"
"13548","TMEM43","TMEM43"
"13549","TMEM45A","TMEM45A"
"13550","TMEM45B","TMEM45B"
"13551","TMEM47","TMEM47"
"13552","TMEM50A","TMEM50A"
"13553","TMEM50B","TMEM50B"
"13554","TMEM51","TMEM51"
"13555","TMEM52B","TMEM52B"
"13556","TMEM53","TMEM53"
"13557","TMEM54","TMEM54"
"13558","TMEM59","TMEM59"
"13559","TMEM59L","TMEM59L"
"13560","TMEM60","TMEM60"
"13561","TMEM61","TMEM61"
"13562","TMEM62","TMEM62"
"13563","TMEM63A","TMEM63A"
"13564","TMEM63B","TMEM63B"
"13565","TMEM63C","TMEM63C"
"13566","TMEM64","TMEM64"
"13567","TMEM67","TMEM67"
"13568","TMEM68","TMEM68"
"13569","TMEM69","TMEM69"
"13570","TMEM71","TMEM71"
"13571","TMEM72","TMEM72"
"13572","TMEM74","TMEM74"
"13573","TMEM74B","TMEM74B"
"13574","TMEM79","TMEM79"
"13575","TMEM81","TMEM81"
"13576","TMEM82","TMEM82"
"13577","TMEM86A","TMEM86A"
"13578","TMEM86B","TMEM86B"
"13579","TMEM87A","TMEM87A"
"13580","TMEM87B","TMEM87B"
"13581","TMEM88","TMEM88"
"13582","TMEM88B","TMEM88B"
"13583","TMEM89","TMEM89"
"13584","TMEM8B","TMEM8B"
"13585","BCKDHA","TMEM91"
"13586","TMEM92","TMEM92"
"13587","TMEM94","TMEM94"
"13588","TMEM95","TMEM95"
"13589","TMEM97","TMEM97"
"13590","TMEM98","TMEM98"
"13591","TMEM9B","TMEM9B"
"13592","TMF1","TMF1"
"13593","TMIE","TMIE"
"13594","TMIGD1","TMIGD1"
"13595","TMOD1","TMOD1"
"13596","TMOD3","TMOD2"
"13597","TMOD4","TMOD4"
"13598","TMPO","TMPO"
"13599","TMPPE","TMPPE"
"13600","TMPRSS11A","TMPRSS11A"
"13601","TMPRSS12","TMPRSS12"
"13602","TMPRSS13","TMPRSS13"
"13603","TMPRSS15","TMPRSS15"
"13604","TMPRSS2","TMPRSS2"
"13605","TMPRSS3","TMPRSS3"
"13606","TMPRSS4","TMPRSS4"
"13607","TMPRSS5","TMPRSS5"
"13608","TMPRSS6","TMPRSS6"
"13609","TMPRSS7","TMPRSS7"
"13610","TMPRSS9","TMPRSS9"
"13611","TMTC1","TMTC1"
"13612","TMTC2","TMTC2"
"13613","TMTC3","TMTC3"
"13614","TMTC4","TMTC4"
"13615","TMUB1","TMUB1"
"13616","TMUB2","TMUB2"
"13617","TMX1","TMX1"
"13618","TMX2","TMX2"
"13619","TMX3","TMX3"
"13620","TMX4","TMX4"
"13621","TNC","TNC"
"13622","TNF","TNF"
"13623","TNFAIP1","TNFAIP1"
"13624","TNFAIP2","TNFAIP2"
"13625","TNFAIP3","TNFAIP3"
"13626","TNFAIP6","TNFAIP6"
"13627","TNFAIP8","TNFAIP8"
"13628","TNFAIP8L1","TNFAIP8L1"
"13629","TNFAIP8L2","TNFAIP8L2"
"13630","TNFAIP8L3","TNFAIP8L3"
"13631","TNFRSF11A","TNFRSF11A"
"13632","TNFRSF11B","TNFRSF11B"
"13633","TNFRSF12A","TNFRSF12A"
"13634","TNFRSF13B","TNFRSF13B"
"13635","TNFRSF13C","TNFRSF13C"
"13636","TNFRSF14","TNFRSF14"
"13637","TNFRSF17","TNFRSF17"
"13638","TNFRSF18","TNFRSF18"
"13639","TNFRSF19","TNFRSF19"
"13640","TNFRSF1B","TNFRSF1B"
"13641","TNFRSF25","TNFRSF25"
"13642","TNFRSF6B","TNFRSF6B"
"13643","TNFRSF9","TNFRSF9"
"13644","TNFSF10","TNFSF10"
"13645","TNFSF11","TNFSF11"
"13646","TNFSF12","TNFSF12"
"13647","TNFSF13","TNFSF13"
"13648","TNFSF13B","TNFSF13B"
"13649","TNFSF14","TNFSF14"
"13650","TNFSF18","TNFSF18"
"13651","TNFSF4","TNFSF4"
"13652","TNFSF8","TNFSF8"
"13653","TNIK","TNIK"
"13654","TNIP1","TNIP1"
"13655","TNIP2","TNIP2"
"13656","TNIP3","TNIP3"
"13657","TNK1","TNK1"
"13658","TNK2","TNK2"
"13659","TNKS","TNKS"
"13660","TNKS1BP1","TNKS1BP1"
"13661","TNKS2","TNKS2"
"13662","TNMD","TNMD"
"13663","TNN","TNN"
"13664","TNNC1","TNNC1"
"13665","TNNI1","TNNI1"
"13666","TNNI2","TNNI2"
"13667","TNNI3K","TNNI3K"
"13668","TNNT2","TNNT2"
"13669","TNNT3","TNNT3"
"13670","TNP1","TNP1"
"13671","TNP2","TNP2"
"13672","TNPO1","TNPO1"
"13673","TNPO2","TNPO2"
"13674","TNPO3","TNPO3"
"13675","TNR","TNR"
"13676","TNRC18","TNRC18"
"13677","TNRC6A","TNRC6A"
"13678","TNRC6B","TNRC6B"
"13679","TNRC6C","TNRC6C"
"13680","TNS1","TNS1"
"13681","TNS2","TNS2"
"13682","TNS3","TNS3"
"13683","TNS4","TNS4"
"13684","TOB1","TOB1"
"13685","TOB2","TOB2"
"13686","TOE1","TOE1"
"13687","TOGARAM1","TOGARAM1"
"13688","TOGARAM2","TOGARAM2"
"13689","TOLLIP","TOLLIP"
"13690","TOM1","TOM1"
"13691","TOM1L1","TOM1L1"
"13692","TOM1L2","TOM1L2"
"13693","TOMM20","TOMM20"
"13694","TOMM20L","TOMM20L"
"13695","TOMM22","TOMM22"
"13696","TOMM34","TOMM34"
"13697","TOMM40","TOMM40"
"13698","TOMM40L","TOMM40L"
"13699","TOMM6","TOMM6"
"13700","TOMM7","TOMM7"
"13701","TOMM70","TOMM70"
"13702","TOMT","TOMT"
"13703","TONSL","TONSL"
"13704","TOP1","TOP1"
"13705","TOP2A","TOP2A"
"13706","TOP2B","TOP2B"
"13707","TOP3A","TOP3A"
"13708","TOP3B","TOP3B"
"13709","TOPBP1","TOPBP1"
"13710","TOPORS","TOPORS"
"13711","TOR1A","TOR1A"
"13712","TOR1AIP1","TOR1AIP1"
"13713","TOR1B","TOR1B"
"13714","TOR2A","TOR2A"
"13715","TOX","TOX"
"13716","TOX2","TOX2"
"13717","TOX3","TOX3"
"13718","TOX4","TOX4"
"13719","TP53","TP53"
"13720","TP53BP1","TP53BP1"
"13721","TP53BP2","TP53BP2"
"13722","TP53I11","TP53I11"
"13723","TP53I13","TP53I13"
"13724","TP53I3","TP53I3"
"13725","TP53INP1","TP53INP1"
"13726","TP53INP2","TP53INP2"
"13727","TP53RK","TP53RK"
"13728","TP53TG5","TP53TG5"
"13729","TP63","TP63"
"13730","TPBG","TPBG"
"13731","TPCN1","TPCN1"
"13732","TPCN2","TPCN2"
"13733","TPD52","TPD52"
"13734","TPD52L1","TPD52L1"
"13735","TPD52L2","TPD52L2"
"13736","TPD52L3","TPD52L3"
"13737","TPGS1","TPGS1"
"13738","TPH1","TPH1"
"13739","TPH2","TPH2"
"13740","TPI1","TPI1"
"13741","TPK1","TPK1"
"13742","TPM1","TPM1"
"13743","TPM2","TPM2"
"13744","TPM3","TPM3"
"13745","TPMT","TPMT"
"13746","TPO","TPO"
"13747","TPP1","TPP1"
"13748","TPP2","TPP2"
"13749","TPPP2","TPPP2"
"13750","TPPP3","TPPP3"
"13751","TPR","TPR"
"13752","TPRA1","TPRA1"
"13753","TPRG1","TPRG1"
"13754","TPRG1L","TPRG1L"
"13755","TPRKB","TPRKB"
"13756","TPST1","TPST1"
"13757","TPST2","TPST2"
"13758","TPT1","TPT1"
"13759","TPX2","TPX2"
"13760","TRA2A","TRA2A"
"13761","TRABD","TRABD"
"13762","TRABD2A","TRABD2A"
"13763","TRABD2B","TRABD2B"
"13764","TRADD","TRADD"
"13765","TRAF2","TRAF2"
"13766","TRAF3","TRAF3"
"13767","TRAF3IP1","TRAF3IP1"
"13768","FYN","TRAF3IP2"
"13769","TRAF4","TRAF4"
"13770","TRAF5","TRAF5"
"13771","TRAF6","TRAF6"
"13772","TRAF7","TRAF7"
"13773","TRAFD1","TRAFD1"
"13774","TRAIP","TRAIP"
"13775","TRAK1","TRAK1"
"13776","TRAK2","TRAK2"
"13777","TRAM1","TRAM1"
"13778","TRAM1L1","TRAM1L1"
"13779","TRAM2","TRAM2"
"13780","TRANK1","TRANK1"
"13781","TRAP1","TRAP1"
"13782","TRAPPC1","TRAPPC1"
"13783","TRAPPC10","TRAPPC10"
"13784","TRAPPC11","TRAPPC11"
"13785","TRAPPC12","TRAPPC12"
"13786","TRAPPC13","TRAPPC13"
"13787","TRAPPC2B","TRAPPC2"
"13788","TRAPPC2L","TRAPPC2L"
"13789","TRAPPC3","TRAPPC3"
"13790","TRAPPC3L","TRAPPC3L"
"13791","TRAPPC5","TRAPPC5"
"13792","TRAPPC6A","TRAPPC6A"
"13793","TRAPPC6B","TRAPPC6B"
"13794","TRAPPC8","TRAPPC8"
"13795","TRAPPC9","TRAPPC9"
"13796","TRAT1","TRAT1"
"13797","TRAV21","TRAV21"
"13798","TRAV24","TRAV24"
"13799","TRAV29DV5","TRAV29DV5"
"13800","TRAV34","TRAV34"
"13801","TRAV40","TRAV40"
"13802","TRBV16","TRBV16"
"13803","TRBV18","TRBV18"
"13804","TRBV19","TRBV19"
"13805","TRBV24-1","TRBV24-1"
"13806","TRBV25-1","TRBV25-1"
"13807","TRBV29-1","TRBV29-1"
"13808","TRBV30","TRBV30"
"13809","TRBV9","TRBV9"
"13810","TRDC","TRDC"
"13811","TRDMT1","TRDMT1"
"13812","TRDN","TRDN"
"13813","TRDV3","TRDV3"
"13814","TREH","TREH"
"13815","TREM1","TREM1"
"13816","TREML1","TREM2"
"13817","TREML2","TREML2"
"13818","TRERF1","TRERF1"
"13819","TREX1","TREX1"
"13820","TRH","TRH"
"13821","TRHDE","TRHDE"
"13822","TRHR","TRHR"
"13823","TRIB1","TRIB1"
"13824","TRIB2","TRIB2"
"13825","TRIB3","TRIB3"
"13826","TRIL","TRIL"
"13827","TRIM10","TRIM10"
"13828","TRIM13","TRIM13"
"13829","TRIM14","TRIM14"
"13830","TRIM16","TRIM16"
"13831","TRIM11","TRIM17"
"13832","TRIM2","TRIM2"
"13833","TRIM21","TRIM21"
"13834","TRIM22","TRIM22"
"13835","TRIM23","TRIM23"
"13836","TRIM24","TRIM24"
"13837","TRIM25","TRIM25"
"13838","TRIM27","TRIM27"
"13839","TRIM28","TRIM28"
"13840","TRIM29","TRIM29"
"13841","TRIM3","TRIM3"
"13842","TRIM32","TRIM32"
"13843","TRIM33","TRIM33"
"13844","TRIM35","TRIM35"
"13845","TRIM36","TRIM36"
"13846","TRIM37","TRIM37"
"13847","TRIM38","TRIM38"
"13848","TRIM4","TRIM4"
"13849","TRIM41","TRIM41"
"13850","TRIM42","TRIM42"
"13851","TRIM44","TRIM44"
"13852","TRIM45","TRIM45"
"13853","TRIM46","TRIM46"
"13854","TRIM47","TRIM47"
"13855","TRIM50","TRIM50"
"13856","TRIM54","TRIM54"
"13857","TRIM55","TRIM55"
"13858","TRIM56","TRIM56"
"13859","TRIM58","TRIM58"
"13860","TRIM59","TRIM59"
"13861","TRIM6","TRIM6"
"13862","TRIM62","TRIM62"
"13863","TRIM63","TRIM63"
"13864","TRIM65","TRIM65"
"13865","TRIM66","TRIM66"
"13866","TRIM67","TRIM67"
"13867","TRIM68","TRIM68"
"13868","TRIM69","TRIM69"
"13869","TRIM7","TRIM7"
"13870","TRIM71","TRIM71"
"13871","TRIM72","TRIM72"
"13872","TRIM77","TRIM77"
"13873","TRIM8","TRIM8"
"13874","TRIM9","TRIM9"
"13875","TRIML1","TRIML1"
"13876","TRIML2","TRIML2"
"13877","TRIO","TRIO"
"13878","TRIP10","TRIP10"
"13879","TRIP11","TRIP11"
"13880","TRIP12","TRIP12"
"13881","TRIP13","TRIP13"
"13882","TRIP4","TRIP4"
"13883","TRIP6","TRIP6"
"13884","TRIR","TRIR"
"13885","TRIT1","TRIT1"
"13886","TRMO","TRMO"
"13887","TRMT1","TRMT1"
"13888","TRMT10A","TRMT10A"
"13889","TRMT10B","TRMT10B"
"13890","TRMT10C","TRMT10C"
"13891","TRMT11","TRMT11"
