"","human_gene","fruit_fly_gene"
"2678","ZNF335","CG9932"
"2679","DCAF11","CG9945"
"2680","CCDC22","CG9951"
"2681","CSNK1A1L","CG9962"
"2682","ATP11A","CG9981"
"2683","C12orf4","CG9986"
"2684","ACSL1","CG9993"
"2685","CHMP2B","CHMP2B"
"2686","NDUFAF1","CIA30"
"2687","CIAPIN1","CIAPIN1"
"2688","CLIP1","CLIP-190"
"2689","CRLS1","CLS"
"2690","CNBP","CNBP"
"2691","GPR139","CNMaR"
"2692","CNPY4","CNPYb"
"2693","SLC28A2","CNT1"
"2694","SLC28A2","CNT2"
"2695","COX4I1","COX4"
"2696","COX4I1","COX4L"
"2697","COX5A","COX5A"
"2698","COX5B","COX5B"
"2699","COX5B","COX5BL"
"2700","COX6A2","COX6AL"
"2701","COX6A1","COX6AL2"
"2702","COX6B2","COX6B"
"2703","COX7A1","COX7AL"
"2704","COX7A1","COX7AL2"
"2705","COX7C","COX7C"
"2706","CPT2","CPT2"
"2707","CRAT","CRAT"
"2708","CREG1","CREG"
"2709","GADD45GIP1","CRIF"
"2710","DPYS","CRMP"
"2711","CROT","CROT"
"2712","GPS1","CSN1b"
"2713","COPS3","CSN3"
"2714","COPS4","CSN4"
"2715","COPS5","CSN5"
"2716","COPS6","CSN6"
"2717","COPS7B","CSN7"
"2718","CTPS1","CTPsyn"
"2719","CYLD","CYLD"
"2720","CACNB1","Ca-beta"
"2721","PDIA6","CaBP1"
"2722","CAMK1D","CaMKI"
"2723","CADPS2","Cadps"
"2724","CHAF1B","Caf1-105"
"2725","RBBP7","Caf1-55"
"2726","CAPN9","CalpA"
"2727","CAPN8","CalpB"
"2728","CLSTN2","Cals"
"2729","PPP3CB","CanA-14F"
"2730","PPP3CB","CanA1"
"2731","PPP3R1","CanB"
"2732","PPP3R1","CanB2"
"2733","CAND1","Cand1"
"2734","NCAPD2","Cap-D2"
"2735","NCAPD3","Cap-D3"
"2736","NCAPG","Cap-G"
"2737","NTSR1","CapaR"
"2738","CAPRIN1","Capr"
"2739","CAT","Cat"
"2740","SLC39A7","Catsup"
"2741","CBLC","Cbl"
"2742","NCBP2","Cbp20"
"2743","SCGN","Cbp53E"
"2744","NCBP1","Cbp80"
"2745","CBS","Cbs"
"2746","CC2D2A","Cc2d2a"
"2747","MIX23","Ccdc58"
"2748","HCCS","Cchl"
"2749","PDCD10","Ccm3"
"2750","CCS","Ccs"
"2751","CCZ1B","Ccz1"
"2752","ARHGAP33","CdGAPr"
"2753","CHIT1","Cda4"
"2754","CTBS","Cda5"
"2755","CDC16","Cdc16"
"2756","CDC23","Cdc23"
"2757","CDC27","Cdc27"
"2758","CDK10","Cdc2rk"
"2759","CDC37","Cdc37"
"2760","CDC42","Cdc42"
"2761","CDC45","Cdc45"
"2762","CDC5L","Cdc5"
"2763","CDC6","Cdc6"
"2764","CDC7","Cdc7"
"2765","CDK1","Cdk1"
"2766","CDK13","Cdk12"
"2767","CDK3","Cdk2"
"2768","CDK5","Cdk5"
"2769","CDK5R1","Cdk5alpha"
"2770","CDK7","Cdk7"
"2771","CDK19","Cdk8"
"2772","CDK9","Cdk9"
"2773","DYNLL2","Cdlc2"
"2774","CDS2","Cds"
"2775","CDR2","Cen"
"2776","CEP97","Cep97"
"2777","CERK","Cerk"
"2778","CHAT","ChAT"
"2779","SLC5A4","ChT"
"2780","CLTC","Chc"
"2781","CHCHD2","Chchd2"
"2782","TAGLN3","Chd64"
"2783","LDB2","Chi"
"2784","CHMP1B","Chmp1"
"2785","CHPF2","Chpf"
"2786","CHSY1","Chsy"
"2787","CHI3L1","Cht10"
"2788","CHI3L1","Cht12"
"2789","CHI3L1","Cht4"
"2790","CHIT1","Cht7"
"2791","CHI3L1","Cht8"
"2792","CHI3L1","Cht9"
"2793","CIAO1","Ciao1"
"2794","CIB2","Cib2"
"2795","FNBP1","Cip4"
"2796","CISD1","Cisd2"
"2797","CIZ1","Ciz1"
"2798","CSNK2A2","CkIIalpha"
"2799","CSNK2B","CkIIbeta"
"2800","CSNK1A1","CkIalpha"
"2801","STRN3","Cka"
"2802","CKS1B","Cks85A"
"2803","CLCNKA","ClC-a"
"2804","CLCN7","ClC-b"
"2805","CLCN4","ClC-c"
"2806","CLSPN","Claspin"
"2807","NEMF","Clbn"
"2808","CLTA","Clc"
"2809","CLIC2","Clic"
"2810","NPAS2","Clk"
"2811","CLN3","Cln3"
"2812","MFSD8","Cln7"
"2813","CPSF4","Clp"
"2814","CLPP","ClpP"
"2815","CLPX","ClpX"
"2816","CLUAP1","Cluap1"
"2817","CMTR1","Cmtr1"
"2818","CNDP2","Cndp2"
"2819","CNEP1R1","Cnep1r1"
"2820","CNEP1R1","Cnep1r2"
"2821","CNGA3","CngA"
"2822","CNGB3","CngB"
"2823","CNGA3","Cngl"
"2824","CNOT4","Cnot4"
"2825","CANX","Cnx99A"
"2826","RCOR2","CoRest"
"2827","COA7","Coa7"
"2828","COA8","Coa8"
"2829","COG1","Cog1"
"2830","COG2","Cog2"
"2831","COG3","Cog3"
"2832","COG4","Cog4"
"2833","COG6","Cog6"
"2834","COG7","Cog7"
"2835","COG8","Cog8"
"2836","LRRC52","Con"
"2837","CPOX","Coprox"
"2838","COQ2","Coq2"
"2839","COQ3","Coq3"
"2840","COQ4","Coq4"
"2841","COQ5","Coq5"
"2842","COQ6","Coq6"
"2843","COQ7","Coq7"
"2844","COQ8B","Coq8"
"2845","COQ9","Coq9"
"2846","SPOCK3","Cow"
"2847","COX10","Cox10"
"2848","COX11","Cox11"
"2849","CCP110","Cp110"
"2850","SAMD15","Cp190"
"2851","POR","Cpr"
"2852","CPSF2","Cpsf100"
"2853","CPSF1","Cpsf160"
"2854","NUDT21","Cpsf5"
"2855","CPSF6","Cpsf6"
"2856","CPSF3","Cpsf73"
"2857","DENND4B","Crag"
"2858","CREB3L2","CrebA"
"2859","CREB1","CrebB"
"2860","CRK","Crk"
"2861","CRTC2","Crtc"
"2862","GNRHR","CrzR"
"2863","CMAS","Csas"
"2864","CSE1L","Cse1"
"2865","CSGALNACT1","Csgalnact"
"2866","EXOSC1","Csl4"
"2867","DNAJC5B","Csp"
"2868","CSTF1","CstF50"
"2869","CSTF2","CstF64"
"2870","WDHD1","Ctf4"
"2871","CTH","Cth"
"2872","SLC44A3","Ctl1"
"2873","SLC44A3","Ctl2"
"2874","CTNS","Ctns"
"2875","SLC31A2","Ctr1A"
"2876","SLC31A2","Ctr1B"
"2877","SLC31A2","Ctr1C"
"2878","CTR9","Ctr9"
"2879","CTSL","CtsB"
"2880","CTSL","CtsF"
"2881","CUBN","Cubn2"
"2882","CUL1","Cul1"
"2883","CUL2","Cul2"
"2884","CUL3","Cul3"
"2885","CUL4A","Cul4"
"2886","CUL5","Cul5"
"2887","CWC25","Cwc25"
"2888","CCNB1","CycA"
"2889","CCNB2","CycB"
"2890","CCNB3","CycB3"
"2891","CCND2","CycD"
"2892","CCNE1","CycE"
"2893","CCNH","CycH"
"2894","CCNK","CycK"
"2895","CCNT2","CycT"
"2896","CCNY","CycY"
"2897","CYFIP2","Cyfip"
"2898","CYP4F3","Cyp312a1"
"2899","PPIA","Cyp40"
"2900","CYP4V2","Cyp4aa1"
"2901","CYP4V2","Cyp4ac1"
"2902","CYP4V2","Cyp4ac2"
"2903","CYP4V2","Cyp4ac3"
"2904","CYP4V2","Cyp4ad1"
"2905","CYP4V2","Cyp4ae1"
"2906","CYP4V2","Cyp4c3"
"2907","CYP4V2","Cyp4d1"
"2908","CYP4V2","Cyp4d14"
"2909","CYP4V2","Cyp4d2"
"2910","CYP4V2","Cyp4d20"
"2911","CYP4V2","Cyp4d21"
"2912","CYP4V2","Cyp4d8"
"2913","CYP4V2","Cyp4e1"
"2914","CYP4V2","Cyp4e2"
"2915","CYP4V2","Cyp4e3"
"2916","CYP4V2","Cyp4p1"
"2917","CYP4V2","Cyp4p2"
"2918","CYP4V2","Cyp4p3"
"2919","CYP4V2","Cyp4s3"
"2920","PPIL1","Cypl"
"2921","CARS1","CysRS"
"2922","CARS2","CysRS-m"
"2923","CYB5B","Cyt-b5"
"2924","CYCS","Cyt-c-d"
"2925","CYC1","Cyt-c1"
"2926","CYC1","Cyt-c1L"
"2927","YEATS2","D12"
"2928","D2HGDH","D2hgdh"
"2929","DAAM1","DAAM"
"2930","DCP1B","DCP1"
"2931","DCP2","DCP2"
"2932","DCTN1","DCTN1-p150"
"2933","DCTN2","DCTN2-p50"
"2934","DCTN4","DCTN4-p62"
"2935","DCTN5","DCTN5-p25"
"2936","DCTN6","DCTN6-p27"
"2937","DEF8","DEF8"
"2938","DENR","DENR"
"2939","OPCML","DIP-beta"
"2940","OPCML","DIP-epsilon"
"2941","LSAMP","DIP-eta"
"2942","LSAMP","DIP-iota"
"2943","NTM","DIP-kappa"
"2944","NTM","DIP-zeta"
"2945","DIP2C","DIP2"
"2946","PARK7","DJ-1alpha"
"2947","DMAP1","DMAP1"
"2948","LIG1","DNAlig1"
"2949","LIG3","DNAlig3"
"2950","LIG4","DNAlig4"
"2951","DNASE2","DNaseII"
"2952","SLC25A42","DPCoAC"
"2953","DDO","Daao1"
"2954","DAB1","Dab"
"2955","SMAD7","Dad"
"2956","DAD1","Dad1"
"2957","EPS15","Dap160"
"2958","APAF1","Dark"
"2959","DAXX","Daxx"
"2960","DBT","Dbct"
"2961","DDX28","Dbp21E2"
"2962","DDX49","Dbp45A"
"2963","DDX51","Dbp73D"
"2964","DBX1","Dbx"
"2965","CASP7","Dcp-1"
"2966","DICER1","Dcr-1"
"2967","CTDNEP1","Dd"
"2968","DDC","Ddc"
"2969","DDX1","Ddx1"
"2970","DEAF1","Deaf1"
"2971","BOK","Debcl"
"2972","CASP6","Decay"
"2973","DEK","Dek"
"2974","SENP8","Den1"
"2975","DERL1","Der-1"
"2976","DERL2","Der-2"
"2977","DERA","Dera"
"2978","SCD5","Desat1"
"2979","SCD5","Desat2"
"2980","DAG1","Dg"
"2981","MOGAT2","Dgat2"
"2982","DGKK","Dgk"
"2983","DGKB","Dgkepsilon"
"2984","GTPBP1","Dgp-1"
"2985","CRHR1","Dh44-R1"
"2986","DNAH8","Dhc1"
"2987","DNAH6","Dhc16F"
"2988","DNAH7","Dhc36C"
"2989","DYNC1H1","Dhc64C"
"2990","DNAH9","Dhc93AB"
"2991","DNAH10","Dhc98D"
"2992","DHDDS","Dhdds"
"2993","DHFR","Dhfr"
"2994","RGS17","Dhit"
"2995","DHODH","Dhod"
"2996","GDA","DhpD"
"2997","QDPR","Dhpr"
"2998","DHPS","Dhps"
"2999","DHRS2","Dhrs4"
"3000","DHX15","Dhx15"
"3001","BIRC7","Diap2"
"3002","SLC25A10","Dic1"
"3003","SLC25A10","Dic2"
"3004","SLC25A10","Dic3"
"3005","SLC25A10","Dic4"
"3006","DNAI4","Dic61B"
"3007","RELB","Dif"
"3008","PEPD","Dip-C"
"3009","DIS3","Dis3"
"3010","DIS3L2","Dis3l2"
"3011","DLL1","Dl"
"3012","DYNLT1","Dlc90F"
"3013","DLG5","Dlg5"
"3014","DYNC1LI2","Dlic"
"3015","NCF4","Dlish"
"3016","DLX4","Dll"
"3017","TMCC3","Dmtn"
"3018","CT55","Dna2"
"3019","DNAJB1","DnaJ-1"
"3020","DNAAF3","Dnaaf3"
"3021","DNAH3","Dnah3"
"3022","DNALI1","Dnali1"
"3023","ZDHHC7","Dnz1"
"3024","CLK2","Doa"
"3025","TBX6","Doc1"
"3026","TBX6","Doc2"
"3027","TBX6","Doc3"
"3028","DOK2","Dok"
"3029","DOLK","Dolk"
"3030","ZSWIM8","Dora"
"3031","TFDP1","Dp"
"3032","HDLBP","Dp1"
"3033","DCAKD","Dpck"
"3034","DPH1","Dph1"
"3035","DPH2","Dph2"
"3036","DPH5","Dph5"
"3037","TTC4","Dpit47"
"3038","DPM1","Dpm1"
"3039","DPM3","Dpm3"
"3040","DPP3","DppIII"
"3041","MSX2","Dr"
"3042","STK17A","Drak"
"3043","VAT1","Drat"
"3044","CASP10","Dredd"
"3045","DFFA","Drep1"
"3046","CIDEC","Drep2"
"3047","DFFA","Drep3"
"3048","DFFB","Drep4"
"3049","CASP3","Drice"
"3050","AQP5","Drip"
"3051","CASP6","Dronc"
"3052","MAP2K1","Dsor1"
"3053","HMGB3","Dsp1"
"3054","DTD1","Dtd"
"3055","DTWD2","Dtwd2"
"3056","OTUD5","Duba"
"3057","DTNA","Dyb"
"3058","DYRK4","Dyrk2"
"3059","HIPK4","Dyrk3"
"3060","DTNBP1","Dysb"
"3061","EPC1","E(Pc)"
"3062","BPTF","E(bx)"
"3063","HES4","E(spl)m3-HLH"
"3064","HES2","E(spl)m5-HLH"
"3065","HES2","E(spl)m7-HLH"
"3066","HES2","E(spl)m8-HLH"
"3067","HES4","E(spl)mbeta-HLH"
"3068","HES5","E(spl)mdelta-HLH"
"3069","HES4","E(spl)mgamma-HLH"
"3070","E2F2","E2f1"
"3071","E2F2","E2f2"
"3072","VAX2","E5"
"3073","ECSIT","ECSIT"
"3074","MTMR14","EDTP"
"3075","EMC1","EMC1"
"3076","EMC2","EMC2A"
"3077","EMC2","EMC2B"
"3078","EMC3","EMC3"
"3079","EMC4","EMC4"
"3080","EMC6","EMC6"
"3081","EMC7","EMC7"
"3082","EMC8","EMC8-9"
"3083","SMDT1","EMRE"
"3084","ENGASE","ENGase"
"3085","ESRRB","ERR"
"3086","ERP44","ERp44"
"3087","PDIA3","ERp60"
"3088","TRHR","ETHR"
"3089","EAF1","Eaf"
"3090","MEAF6","Eaf6"
"3091","ABCA3","Eato"
"3092","MAPRE1","Eb1"
"3093","NR1H3","EcR"
"3094","ECH1","Ech1"
"3095","ECHS1","Echs1"
"3096","GLB1L","Ect3"
"3097","EDC3","Edc3"
"3098","EDEM3","Edem2"
"3099","PSD","Efa6"
"3100","EFHC2","Efhc1.1"
"3101","EFHC2","Efhc1.2"
"3102","SLC35B4","Efr"
"3103","TNS4","Egfrap"
"3104","AQP6","Eglp1"
"3105","AQP5","Eglp2"
"3106","AQP5","Eglp3"
"3107","AQP5","Eglp4"
"3108","EHBP1","Ehbp1"
"3109","GRIK2","Ekar"
"3110","KCNH4","Elk"
"3111","ELOVL4","Elo68alpha"
"3112","ELOVL4","Elo68beta"
"3113","ELOA","EloA"
"3114","ELOB","EloB"
"3115","ELOC","EloC"
"3116","ELOVL7","Elovl7"
"3117","ELP1","Elp1"
"3118","ELP2","Elp2"
"3119","ELP3","Elp3"
"3120","AHCTF1","Elys"
"3121","SH3GL3","EndoA"
"3122","SH3GL2","EndoB"
"3123","ENDOG","EndoG"
"3124","XRCC6","EndoGI"
"3125","ENDOU","EndoU"
"3126","ENO3","Eno"
"3127","SLC29A1","Ent2"
"3128","SLC29A4","Ent3"
"3129","EOGT","Eogt"
"3130","EPG5","Epg5"
"3131","EFNB2","Ephrin"
"3132","UBASH3B","Epp"
"3133","EPS15","Eps-15"
"3134","ERCC1","Ercc1"
"3135","MAPK15","Erk7"
"3136","ERO1A","Ero1L"
"3137","ESS2","Es2"
"3138","SLC26A11","Esp"
"3139","CES2","Est-6"
"3140","CES2","Est-P"
"3141","ESYT2","Esyt2"
"3142","ETFDH","Etf-QO"
"3143","ETFB","Etfb"
"3144","SMARCAD1","Etl1"
"3145","ETV4","Ets96B"
"3146","GABPA","Ets97D"
"3147","SPDEF","Ets98B"
"3148","EXD2","Exd2"
"3149","EXOC7","Exo70"
"3150","EXOC8","Exo84"
"3151","WASHC2A","FAM21"
"3152","FANCI","FANCI"
"3153","FASN","FASN1"
"3154","FASN","FASN2"
"3155","FBXO11","FBXO11"
"3156","FIG4","FIG4"
"3157","CASP8AP2","FLASH"
"3158","GPR139","FMRFaR"
"3159","FRG1","FRG1"
"3160","FAH","Faa"
"3161","SCD5","Fad2"
"3162","FAF2","Faf2"
"3163","CIBAR1","Fam92"
"3164","FANCD2","Fancd2"
"3165","FANCL","Fancl"
"3166","FANCM","Fancm"
"3167","FAR2","FarO"
"3168","TGFBI","Fas1"
"3169","NECTIN3","Fas3"
"3170","SLC27A4","Fatp1"
"3171","SLC27A1","Fatp2"
"3172","SLC27A4","Fatp3"
"3173","HPGD","Fbp2"
"3174","FBXW5","Fbw5"
"3175","FBXL4","Fbxl4"
"3176","FBXL19","Fbxl7"
"3177","FBXO42","Fbxo42"
"3178","CTDP1","Fcp1"
"3179","FDX2","Fdx1"
"3180","FECH","FeCH"
"3181","FEM1B","Fem-1"
"3182","FEN1","Fen1"
"3183","PTF1A","Fer1"
"3184","FERD3L","Fer3"
"3185","FTHL17","Fer3HCH"
"3186","SIKE1","Fgop2"
"3187","FBL","Fib"
"3188","FIBP","Fibp"
"3189","FICD","Fic"
"3190","VPS4A","Fign"
"3191","PLS3","Fim"
"3192","FBXL2","FipoQ"
"3193","FIS1","Fis1"
"3194","FERMT2","Fit1"
"3195","FERMT2","Fit2"
"3196","FITM2","Fitm"
"3197","FKBP1A","Fkbp12"
"3198","FKBP7","Fkbp39"
"3199","FLOT1","Flo1"
"3200","FLOT2","Flo2"
"3201","FXR1","Fmr1"
"3202","FNTA","Fnta"
"3203","FNTB","Fntb"
"3204","FOXL1","FoxL1"
"3205","FPGS","Fpgs"
"3206","FDPS","Fpps"
"3207","FMNL3","Frl"
"3208","KPNB1","Fs(2)Ket"
"3209","FBXO45","Fsn"
"3210","FUT8","FucT6"
"3211","FUT10","FucTB"
"3212","FUT7","FucTD"
"3213","FUCA2","Fuca"
"3214","FH","Fum1"
"3215","FH","Fum2"
"3216","FH","Fum3"
"3217","FH","Fum4"
"3218","PCSK4","Fur2"
"3219","G6PC2","G6P"
"3220","EZH1","G9a"
"3221","GPAA1","GAA1"
"3222","GABBR1","GABA-B-R1"
"3223","GABBR2","GABA-B-R2"
"3224","ZDHHC23","GABPI"
"3225","GATA2","GATAd"
"3226","GATA4","GATAe"
"3227","GGCX","GC"
"3228","GCC2","GCC185"
"3229","GCC1","GCC88"
"3230","MOGS","GCS1"
"3231","GANC","GCS2alpha"
"3232","PLA2G3","GIIIspla2"
"3233","GLS2","GLS"
"3234","GOLGA2","GM130"
"3235","GMFG","GMF"
"3236","GPR89A","GPHR"
"3237","PLA2G12B","GXIVsPLA2"
"3238","ABAT","Gabat"
"3239","GAD1","Gad1"
"3240","GADD45G","Gadd45"
"3241","GLB1","Gal"
"3242","B3GNT6","GalT1"
"3243","GALK2","Galk"
"3244","GNAS","Galphaf"
"3245","GNAT2","Galphai"
"3246","GNAO1","Galphao"
"3247","GALT","Galt"
"3248","GAPDH","Gapdh1"
"3249","GAPDH","Gapdh2"
"3250","GAPVD1","Gapvd1"
"3251","GART","Gart"
"3252","GAS8","Gas8"
"3253","QRSL1","GatA"
"3254","GATB","GatB"
"3255","GATC","GatC"
"3256","GBA1","Gba1a"
"3257","GBA1","Gba1b"
"3258","GNB5","Gbeta5"
"3259","GNB4","Gbeta76C"
"3260","PPP1R3B","Gbs-70E"
"3261","GCAT","Gcat"
"3262","STK25","GckIII"
"3263","GCLC","Gclc"
"3264","GCLM","Gclm"
"3265","EIF2AK4","Gcn2"
"3266","GCNA","Gcna"
"3267","GSTT2B","Gdap1"
"3268","GDAP2","Gdap2"
"3269","GLUD1","Gdh"
"3270","GDI2","Gdi"
"3271","EDC4","Ge-1"
"3272","GSN","Gel"
"3273","GEMIN2","Gem2"
"3274","DDX20","Gem3"
"3275","GEN1","Gen"
"3276","GFPT2","Gfat1"
"3277","GFPT2","Gfat2"
"3278","GFRA4","Gfrl"
"3279","GGA1","Gga"
"3280","GNG5","Ggamma1"
"3281","GGTLC1","Ggt-1"
"3282","UBXN6","Gint3"
"3283","HYI","Gip"
"3284","CCDC88A","Girdin"
"3285","B3GAT3","GlcAT-I"
"3286","UGCG","GlcT"
"3287","TENT2","Gld2"
"3288","GLE1","Gle1"
"3289","GLG1","Glg1"
"3290","CES2","Gli"
"3291","QARS1","GlnRS"
"3292","GLO1","Glo1"
"3293","CES2","Glt"
"3294","EPRS1","GluProRS"
"3295","GRIA3","GluRIA"
"3296","GRIA3","GluRIB"
"3297","GRIK2","GluRIIA"
"3298","GRIK2","GluRIIB"
"3299","GRIK2","GluRIIC"
"3300","GRIK2","GluRIID"
"3301","GRIK1","GluRIIE"
"3302","EARS2","GluRS-m"
"3303","SLC2A1","Glut3"
"3304","SLC2A4RG","Glut4EF"
"3305","PYGM","GlyP"
"3306","GARS1","GlyRS"
"3307","GYS2","GlyS"
"3308","TRIP11","Gmap"
"3309","GMDS","Gmd"
"3310","GFUS","Gmer"
"3311","RFC1","Gnf1"
"3312","GNMT","Gnmt"
"3313","GNPAT","Gnpat"
"3314","GNPNAT1","Gnpnat"
"3315","GNPTAB","Gnptab"
"3316","CCDC186","Golgin104"
"3317","GOLGA4","Golgin245"
"3318","GOLGA5","Golgin84"
"3319","GORAB","Gorab"
"3320","GOSR1","Gos28"
"3321","GOT1","Got1"
"3322","GOT2","Got2"
"3323","NUP210","Gp210"
"3324","HSP90B1","Gp93"
"3325","GPHA2","Gpa2"
"3326","GPAT3","Gpat4"
"3327","GPHB5","Gpb5"
"3328","GPD1","Gpdh1"
"3329","GPD1","Gpdh2"
"3330","GPD1","Gpdh3"
"3331","GPD2","Gpo1"
"3332","GRK2","Gprk1"
"3333","GRK5","Gprk2"
"3334","ARHGAP10","Graf"
"3335","GRAMD1B","GramD1B"
"3336","GORASP2","Grasp65"
"3337","GRIK3","Grik"
"3338","TUBGCP5","Grip128"
"3339","TUBGCP6","Grip163"
"3340","TUBGCP4","Grip75"
"3341","TUBGCP2","Grip84"
"3342","TUBGCP3","Grip91"
"3343","GLRX2","Grx1"
"3344","GLRX2","Grx1t"
"3345","GLRX5","Grx5"
"3346","PUDP","Gs1l"
"3347","GLUL","Gs2"
"3348","GSS","Gss1"
"3349","GSS","Gss2"
"3350","GSTT2B","GstD1"
"3351","GSTT2B","GstD10"
"3352","GSTT2B","GstD2"
"3353","GSTT2B","GstD3"
"3354","GSTT2B","GstD4"
"3355","GSTT2B","GstD5"
"3356","GSTT2B","GstD6"
"3357","GSTT2B","GstD7"
"3358","GSTT2B","GstD8"
"3359","GSTT2B","GstD9"
"3360","GSTT2B","GstE1"
"3361","GSTT2B","GstE10"
"3362","GSTT2B","GstE11"
"3363","GSTT2B","GstE12"
"3364","GSTT2B","GstE13"
"3365","GSTT2B","GstE2"
"3366","GSTT2B","GstE3"
"3367","GSTT2B","GstE4"
"3368","GSTT2B","GstE5"
"3369","GSTT2B","GstE6"
"3370","GSTT2B","GstE7"
"3371","GSTT2B","GstE8"
"3372","GSTT2B","GstE9"
"3373","GSTO2","GstO1"
"3374","GSTO2","GstO2"
"3375","GSTO2","GstO3"
"3376","HPGDS","GstS1"
"3377","GSTT2B","GstT1"
"3378","GSTT2B","GstT2"
"3379","GSTT2B","GstT3"
"3380","GSTZ1","GstZ1"
"3381","GSTZ1","GstZ2"
"3382","ATN1","Gug"
"3383","GUCY1B1","Gycbeta100B"
"3384","GIGYF1","Gyf"
"3385","GYG1","Gyg"
"3386","TBX20","H15"
"3387","HLX","H2.0"
"3388","HBS1L","HBS1"
"3389","HDAC2","HDAC1"
"3390","HDAC11","HDAC11"
"3391","HDAC9","HDAC4"
"3392","HDAC6","HDAC6"
"3393","DNAAF5","HEATR2"
"3394","HERC2","HERC2"
"3395","NKX2-8","HGTX"
"3396","HINT2","HINT1"
"3397","ST13","HIP"
"3398","ST13","HIP-R"
"3399","TCF21","HLH54F"
"3400","CBX3","HP1b"
"3401","CBX3","HP1c"
"3402","HPS1","HPS1"
"3403","HPS4","HPS4"
"3404","HSPBAP1","HSPBAP1"
"3405","BRK1","HSPC300"
"3406","HUWE1","HUWE1"
"3407","HACD2","Hacd1"
"3408","HACD3","Hacd2"
"3409","HACL1","Hacl"
"3410","CRYL1","Had1"
"3411","CRYL1","Had2"
"3412","CBLL1","Hakai"
"3413","HAND2","Hand"
"3414","HAO2","Hao"
"3415","HASPIN","Haspin"
"3416","HAT1","Hat1"
"3417","HCFC2","Hcf"
"3418","HLCS","Hcs"
"3419","HDC","Hdc"
"3420","DDX39A","Hel25E"
"3421","BTAF1","Hel89B"
"3422","HELZ","Helz"
"3423","NCKAP1","Hem"
"3424","HEMK1","HemK1"
"3425","N6AMT1","HemK2"
"3426","HENMT1","Hen1"
"3427","HERPUD2","Herp"
"3428","HES5","Hesr"
"3429","GCK","Hex-A"
"3430","GCK","Hex-C"
"3431","GCK","Hex-t2"
"3432","HEXIM2","Hexim"
"3433","HEXA","Hexo1"
"3434","HEXA","Hexo2"
"3435","LSM12","Hez"
"3436","HIBCH","Hibch"
"3437","KY","Hil"
"3438","HIP1","Hip1"
"3439","ZDHHC17","Hip14"
"3440","HIPK3","Hipk"
"3441","HIRA","Hira"
"3442","H2AC12","His2A:CG31618"
"3443","H2AC12","His2A:CG33808"
"3444","H2AC12","His2A:CG33814"
"3445","H2AC12","His2A:CG33817"
"3446","H2AC12","His2A:CG33820"
"3447","H2AC12","His2A:CG33823"
"3448","H2AC12","His2A:CG33826"
"3449","H2AC12","His2A:CG33829"
"3450","H2AC12","His2A:CG33832"
"3451","H2AC12","His2A:CG33835"
"3452","H2AC12","His2A:CG33838"
"3453","H2AC12","His2A:CG33841"
"3454","H2AC12","His2A:CG33844"
"3455","H2AC12","His2A:CG33847"
"3456","H2AC12","His2A:CG33850"
"3457","H2AC12","His2A:CG33853"
"3458","H2AC12","His2A:CG33856"
"3459","H2AC12","His2A:CG33859"
"3460","H2AC12","His2A:CG33862"
"3461","H2AC12","His2A:CG33865"
"3462","H2AZ1","His2Av"
"3463","H3-3B","His3.3A"
"3464","H3-3B","His3.3B"
"3465","H3C13","His3:CG33815"
"3466","H3C14","His3:CG33863"
"3467","HARS1","HisRS"
"3468","AKR7A2","Hk"
"3469","DDX56","Hlc"
"3470","SSRP1","Hmg-2"
"3471","SP140L","HmgD"
"3472","SP140L","HmgZ"
"3473","HMGCR","Hmgcr"
"3474","HMGCS1","Hmgs"
"3475","NACA2","Hmr"
"3476","ABCB6","Hmt-1"
"3477","APMAP","Hmu"
"3478","PAH","Hn"
"3479","HNRNPK","HnRNP-K"
"3480","RXRG","Hnf4"
"3481","HMOX1","Ho"
"3482","GID8","Hou"
"3483","HPD","Hpd"
"3484","THOC1","Hpr1"
"3485","NR4A2","Hr38"
"3486","NR5A2","Hr39"
"3487","NR6A1","Hr4"
"3488","NR2E3","Hr51"
"3489","NR2F6","Hr78"
"3490","NR2F6","Hr83"
"3491","NR1I3","Hr96"
"3492","DAZAP1","Hrb27C"
"3493","SEL1L","Hrd3"
"3494","HGS","Hrs"
"3495","HS2ST1","Hs2st"
"3496","HS3ST5","Hs3st-A"
"3497","HS3ST6","Hs3st-B"
"3498","HS6ST1","Hs6st"
"3499","HSCB","Hsc20"
"3500","HSPA2","Hsc70-1"
"3501","HSPA5","Hsc70-3"
"3502","HSPA2","Hsc70-4"
"3503","HSPA9","Hsc70-5"
"3504","HSPA4","Hsc70Cb"
"3505","HSDL2","Hsdl2"
"3506","GLCE","Hsepi"
"3507","HSF1","Hsf"
"3508","LIPE","Hsl"
"3509","CRYAB","Hsp22"
"3510","CRYAB","Hsp23"
"3511","CRYAB","Hsp26"
"3512","HSPB6","Hsp27"
"3513","HSPD1","Hsp60A"
"3514","HSPD1","Hsp60B"
"3515","HSPD1","Hsp60C"
"3516","HSPD1","Hsp60D"
"3517","CRYAB","Hsp67Ba"
"3518","CRYAB","Hsp67Bc"
"3519","HSP90AB1","Hsp83"
"3520","HTRA2","HtrA2"
"3521","HUS1","Hus1-like"
"3522","HYCC1","Hyccin"
"3523","ABHD3","Hydr1"
"3524","ABHD2","Hydr2"
"3525","PPP1R2C","I-2"
"3526","PPP1R11","I-3"
"3527","ICA1L","ICA69"
