"","human_gene","chicken_gene"
"10484","SNX24","SNX24"
"10485","SNX25","SNX25"
"10486","SNX27","SNX27"
"10487","SNX29","SNX29"
"10488","SNX3","SNX3"
"10489","SNX30","SNX30"
"10490","SNX6","SNX32"
"10491","SNX33","SNX33"
"10492","SNX4","SNX4"
"10493","SNX5","SNX5"
"10494","SNX7","SNX7"
"10495","SNX8","SNX8"
"10496","SNX9","SNX9"
"10497","SOAT1","SOAT1"
"10498","SOBP","SOBP"
"10499","SOCS1","SOCS1"
"10500","SOCS2","SOCS2"
"10501","SOCS3","SOCS3"
"10502","SOCS4","SOCS4"
"10503","SOCS5","SOCS5"
"10504","SOCS6","SOCS6"
"10505","SOCS7","SOCS7"
"10506","SOD1","SOD1"
"10507","SOD2","SOD2"
"10508","SOD3","SOD3"
"10509","SOGA1","SOGA1"
"10510","SOGA3","SOGA3"
"10511","SORBS1","SORBS1"
"10512","SORBS2","SORBS2"
"10513","SORBS3","SORBS3"
"10514","SORCS1","SORCS1"
"10515","SORCS2","SORCS2"
"10516","SORCS3","SORCS3"
"10517","SORD","SORD"
"10518","SORL1","SORL1"
"10519","SORT1","SORT1"
"10520","SOS1","SOS1"
"10521","SOS2","SOS2"
"10522","SOST","SOST"
"10523","SOSTDC1","SOSTDC1"
"10524","SOWAHA","SOWAHA"
"10525","SOWAHC","SOWAHC"
"10526","SOX1","SOX1"
"10527","SOX10","SOX10"
"10528","SOX11","SOX11"
"10529","SOX12","SOX12"
"10530","SOX13","SOX13"
"10531","SOX14","SOX14"
"10532","SOX17","SOX17"
"10533","SOX18","SOX18"
"10534","SOX2","SOX2"
"10535","SOX21","SOX21"
"10536","SOX30","SOX30"
"10537","SOX4","SOX4"
"10538","SOX5","SOX5"
"10539","SOX6","SOX6"
"10540","SOX7","SOX7"
"10541","SOX8","SOX8"
"10542","SOX9","SOX9"
"10543","SP1","SP1"
"10544","SP2","SP2"
"10545","SP3","SP3"
"10546","SP4","SP4"
"10547","SP5","SP5"
"10548","SP6","SP6"
"10549","SP8","SP8"
"10550","SP9","SP9"
"10551","SPACA1","SPACA1"
"10552","SPACA9","SPACA9"
"10553","SPAG1","SPAG1"
"10554","SPAG16","SPAG16"
"10555","SPAG17","SPAG17"
"10556","SPAG6","SPAG6"
"10557","SPAG9","SPAG9"
"10558","SPAM1","SPAM1"
"10559","SPARC","SPARC"
"10560","SPARCL1","SPARCL1"
"10561","SPART","SPART"
"10562","SPAST","SPAST"
"10563","SPATA13","SPATA13"
"10564","SPATA16","SPATA16"
"10565","SPATA17","SPATA17"
"10566","SPATA18","SPATA18"
"10567","SPATA2","SPATA2"
"10568","SPATA20","SPATA20"
"10569","SPATA22","SPATA22"
"10570","SPATA4","SPATA4"
"10571","SPATA6","SPATA6"
"10572","SPATA7","SPATA7"
"10573","SPATS2","SPATS2"
"10574","SPATS2L","SPATS2L"
"10575","SPC25","SPC25"
"10576","SPCS1","SPCS1"
"10577","SPCS3","SPCS3"
"10578","SPDEF","SPDEF"
"10579","SPDL1","SPDL1"
"10580","SPDYA","SPDYA"
"10581","SPDYC","SPDYC"
"10582","SPECC1","SPECC1"
"10583","SPECC1L","SPECC1L"
"10584","SPEF2","SPEF2"
"10585","SPEN","SPEN"
"10586","SPG11","SPG11"
"10587","SPG21","SPG21"
"10588","SPG7","SPG7"
"10589","SPHK1","SPHK1"
"10590","SPHKAP","SPHKAP"
"10591","SPI1","SPI1"
"10592","SERPINA4","SPIA4"
"10593","SPIC","SPIC"
"10594","SPICE1","SPICE1"
"10595","SPIN1","SPIN1"
"10596","SPIN1","SPIN1L"
"10597","SPINK4","SPINK4"
"10598","SPINK8","SPINK7"
"10599","SPINT1","SPINT1"
"10600","SPIRE1","SPIRE1"
"10601","SPIRE2","SPIRE2"
"10602","SPMIP2","SPMIP2"
"10603","SPMIP4","SPMIP4"
"10604","SPMIP6","SPMIP6"
"10605","SPMIP7","SPMIP7"
"10606","SPNS2","SPNS2"
"10607","SPNS3","SPNS3"
"10608","SPO11","SPO11"
"10609","SPOCK1","SPOCK1"
"10610","SPOCK2","SPOCK2"
"10611","SPOCK3","SPOCK3"
"10612","SPON1","SPON1"
"10613","SPON2","SPON2"
"10614","SPOP","SPOP"
"10615","SPOPL","SPOPL"
"10616","SPOUT1","SPOUT1"
"10617","SPP1","SPP1"
"10618","SPP2","SPP2"
"10619","SPPL2A","SPPL2A"
"10620","SPPL2B","SPPL2C"
"10621","SPPL3","SPPL3"
"10622","SPR","SPR"
"10623","SPRED1","SPRED1"
"10624","SPRED2","SPRED2"
"10625","SPRTN","SPRTN"
"10626","SPRY1","SPRY1"
"10627","SPRY2","SPRY2"
"10628","SPRY3","SPRY3"
"10629","SPRY4","SPRY4"
"10630","SPRYD3","SPRYD3"
"10631","SPRYD7","SPRYD7"
"10632","SPSB1","SPSB1"
"10633","SPSB4","SPSB2"
"10634","SPSB3","SPSB3"
"10635","SPTAN1","SPTAN1"
"10636","SPTB","SPTB"
"10637","SPTBN1","SPTBN1"
"10638","SPTBN2","SPTBN2"
"10639","SPTLC1","SPTLC1"
"10640","SPTLC2","SPTLC2"
"10641","SPTLC3","SPTLC3"
"10642","SPTSSA","SPTSSA"
"10643","SPTSSB","SPTSSB"
"10644","SPTY2D1","SPTY2D1"
"10645","SPX","SPX"
"10646","SQLE","SQLE"
"10647","SQOR","SQRDL"
"10648","SQSTM1","SQSTM1"
"10649","SRA1","SRA1"
"10650","SRBD1","SRBD1"
"10651","SRC","SRC"
"10652","SRCIN1","SRCIN1"
"10653","SRD5A1","SRD5A1"
"10654","SRD5A2","SRD5A2"
"10655","SRD5A3","SRD5A3"
"10656","SREBF1","SREBF1"
"10657","SREBF2","SREBF2"
"10658","SREK1","SREK1"
"10659","SRF","SRF"
"10660","SRFBP1","SRFBP1"
"10661","SRGAP1","SRGAP1"
"10662","SRGAP3","SRGAP3"
"10663","SRGN","SRGN"
"10664","SRI","SRI"
"10665","SRL","SRL"
"10666","SRM","SRM"
"10667","SRP14","SRP14"
"10668","SRP19","SRP19"
"10669","SRP54","SRP54"
"10670","SRP68","SRP68"
"10671","SRP72","SRP72"
"10672","SRP9","SRP9"
"10673","SRPK1","SRPK1"
"10674","SRPK2","SRPK2"
"10675","SRPRA","SRPRA"
"10676","SRPX","SRPX"
"10677","SRPX2","SRPX2"
"10678","SRR","SRR"
"10679","SRRD","SRRD"
"10680","SRRM1","SRRM1"
"10681","SRRM3","SRRM3"
"10682","SRRM4","SRRM4"
"10683","SRSF1","SRSF1"
"10684","SRSF10","SRSF10"
"10685","SRSF11","SRSF11"
"10686","SRSF2","SRSF2"
"10687","SRSF3","SRSF3"
"10688","SRSF4","SRSF4"
"10689","SRSF5","SRSF5"
"10690","SRSF6","SRSF6"
"10691","SRSF7","SRSF7L"
"10692","SRXN1","SRXN1"
"10693","SS18","SS18"
"10694","SS18L1","SS18L1"
"10695","SS18L2","SS18L2"
"10696","SSB","SSB"
"10697","SSBP1","SSBP1"
"10698","SSBP2","SSBP2"
"10699","SSBP3","SSBP3"
"10700","SSBP4","SSBP4"
"10701","SSC4D","SSC4D"
"10702","SSH1","SSH1"
"10703","SSH2","SSH2"
"10704","SSH3","SSH3"
"10705","SSNA1","SSNA1"
"10706","SSPN","SSPN"
"10707","SSR1","SSR1"
"10708","SSR2","SSR2"
"10709","SSR3","SSR3"
"10710","SSRP1","SSRP1"
"10711","SST","SST1"
"10712","SSTR1","SSTR1"
"10713","SSTR2","SSTR2"
"10714","SSTR3","SSTR3"
"10715","SSTR4","SSTR4"
"10716","SSTR5","SSTR5"
"10717","SSU72","SSU72"
"10718","SSX2IP","SSX2IP"
"10719","ST13","ST13P5"
"10720","ST14","ST14"
"10721","ST18","ST18"
"10722","ST3GAL1","ST3GAL1"
"10723","ST3GAL2","ST3GAL2"
"10724","ST3GAL3","ST3GAL3"
"10725","ST3GAL4","ST3GAL4"
"10726","ST3GAL5","ST3GAL5"
"10727","ST3GAL6","ST3GAL6"
"10728","ST6GAL1","ST6GAL1"
"10729","ST6GAL2","ST6GAL2"
"10730","ST6GALNAC1","ST6GALNAC1"
"10731","ST6GALNAC2","ST6GALNAC2"
"10732","ST6GALNAC3","ST6GALNAC3"
"10733","ST6GALNAC4","ST6GALNAC4"
"10734","ST6GALNAC5","ST6GALNAC5"
"10735","ST6GALNAC6","ST6GALNAC6"
"10736","ST7","ST7"
"10737","ST7L","ST7L"
"10738","ST8SIA1","ST8SIA1"
"10739","ST8SIA2","ST8SIA2"
"10740","ST8SIA3","ST8SIA3"
"10741","ST8SIA4","ST8SIA4"
"10742","ST8SIA5","ST8SIA5"
"10743","ST8SIA6","ST8SIA6"
"10744","STAB1","STAB1"
"10745","STAB2","STAB2"
"10746","STAC","STAC"
"10747","STAC3","STAC3"
"10748","STAG1","STAG1"
"10749","STAG2","STAG2"
"10750","STAM","STAM"
"10751","STAM2","STAM2"
"10752","STAMBP","STAMBP"
"10753","STAMBPL1","STAMBPL1"
"10754","STAP1","STAP1"
"10755","STAR","STAR"
"10756","STARD10","STARD10"
"10757","STARD13","STARD13"
"10758","STARD3","STARD3"
"10759","STARD3NL","STARD3NL"
"10760","STARD4","STARD4"
"10761","STARD5","STARD5"
"10762","STARD8","STARD8"
"10763","STAT1","STAT1"
"10764","STAT2","STAT2"
"10765","STAT3","STAT3"
"10766","STAT4","STAT4"
"10767","STAT5B","STAT5A"
"10768","STAT6","STAT6"
"10769","STAU1","STAU1"
"10770","STAU2","STAU2"
"10771","STBD1","STBD1"
"10772","STC1","STC1"
"10773","STC2","STC2"
"10774","STEAP2","STEAP2"
"10775","STEAP3","STEAP3"
"10776","STEAP4","STEAP4"
"10777","STIL","STIL"
"10778","STIM1","STIM1"
"10779","STIM2","STIM2"
"10780","STIMATE","STIMATE"
"10781","STIP1","STIP1"
"10782","STK10","STK10"
"10783","STK11","STK11"
"10784","STK11IP","STK11IP"
"10785","STK16","STK16"
"10786","STK17A","STK17A"
"10787","STK17B","STK17B"
"10788","STK24","STK24"
"10789","STK25","STK25"
"10790","STK26","STK26"
"10791","STK3","STK3"
"10792","STK31","STK31"
"10793","STK32A","STK32A"
"10794","STK32B","STK32B"
"10795","STK32C","STK32C"
"10796","STK35","STK35"
"10797","STK36","STK36"
"10798","STK38","STK38"
"10799","STK38L","STK38L"
"10800","STK39","STK39"
"10801","STK4","STK4"
"10802","STK40","STK40"
"10803","STKLD1","STKLD1"
"10804","STMN1","STMN1"
"10805","STMN2","STMN2"
"10806","STMN3","STMN3"
"10807","STMN4","STMN4"
"10808","STN1","STN1"
"10809","STOM","STOM"
"10810","STOML1","STOML1"
"10811","STOML2","STOML2"
"10812","STOML3","STOML3"
"10813","STON1","STON1"
"10814","STON2","STON2"
"10815","STOX1","STOX1"
"10816","STOX2","STOX2"
"10817","STRA6","STRA6"
"10818","STRA8","STRA8"
"10819","STRADA","STRADA"
"10820","STRADB","STRADB"
"10821","STRAP","STRAP"
"10822","STRBP","STRBP"
"10823","STRIP1","STRIP1"
"10824","STRIP2","STRIP2"
"10825","STRN","STRN"
"10826","STRN3","STRN3"
"10827","STRN4","STRN4"
"10828","STS","STS"
"10829","STT3A","STT3A"
"10830","STT3B","STT3B"
"10831","STUB1","STUB1"
"10832","STUM","STUM"
"10833","STX6","STX10"
"10834","STX11","STX11"
"10835","STX12","STX12"
"10836","STX16","STX16"
"10837","STX17","STX17"
"10838","STX18","STX18"
"10839","STX19","STX19"
"10840","STX1A","STX1A"
"10841","STX2","STX2"
"10842","STX3","STX3"
"10843","STX7","STX7"
"10844","STX8","STX8"
"10845","STXBP1","STXBP1"
"10846","STXBP3","STXBP3"
"10847","STXBP4","STXBP4"
"10848","STXBP5","STXBP5"
"10849","STXBP5L","STXBP5L"
"10850","STXBP6","STXBP6"
"10851","STYK1","STYK1"
"10852","STYX","STYX"
"10853","STYXL2","STYXL2"
"10854","SUB1","SUB1"
"10855","SUCLA2","SUCLA2"
"10856","SUCLG1","SUCLG1"
"10857","SUCLG2","SUCLG2"
"10858","SUCNR1","SUCNR1"
"10859","SUCO","SUCO"
"10860","SUDS3","SUDS3"
"10861","SUFU","SUFU"
"10862","SUGCT","SUGCT"
"10863","SUGP1","SUGP1"
"10864","SUGP2","SUGP2"
"10865","SUGT1","SUGT1"
"10866","SULF1","SULF1"
"10867","SULF2","SULF2"
"10868","SULT1A4","SULT"
"10869","SULT1B1","SULT1B"
"10870","SULT1B1","SULT1B1"
"10871","SULT1C3","SULT1C3"
"10872","SULT4A1","SULT4A1"
"10873","SULT6B1","SULT6B1"
"10874","SULT2A1","SULT6B1L"
"10875","SUMF1","SUMF1"
"10876","SUMO1","SUMO1"
"10877","SUMO3","SUMO3"
"10878","SUN1","SUN1"
"10879","SUN2","SUN2"
"10880","SUOX","SUOX"
"10881","SUPT20H","SUPT20H"
"10882","SUPT3H","SUPT3H"
"10883","SUPT4H1","SUPT4H1"
"10884","SUPT5H","SUPT5H"
"10885","SUPT6H","SUPT6H"
"10886","SUPT7L","SUPT7L"
"10887","SUPV3L1","SUPV3L1"
"10888","SURF1","SURF1"
"10889","SURF2","SURF2"
"10890","SURF4","SURF4"
"10891","SURF6","SURF6"
"10892","SUSD1","SUSD1"
"10893","SUSD2","SUSD2"
"10894","SUSD3","SUSD3"
"10895","SUSD4","SUSD4"
"10896","SUSD5","SUSD5"
"10897","SUSD6","SUSD6"
"10898","SUV39H2","SUV39H2"
"10899","SUZ12","SUZ12"
"10900","SV2A","SV2A"
"10901","SV2B","SV2B"
"10902","SV2C","SV2C"
"10903","SVBP","SVBP"
"10904","SVEP1","SVEP1"
"10905","SVIL","SVIL"
"10906","SVOP","SVOP"
"10907","SVOPL","SVOPL"
"10908","SWAP70","SWAP70"
"10909","SWI5","SWI5"
"10910","SWT1","SWT1"
"10911","SYAP1","SYAP1"
"10912","SYBU","SYBU"
"10913","SYCE2","SYCE2"
"10914","SYCE3","SYCE3"
"10915","SYCN","SYCN"
"10916","SYCP1","SYCP1"
"10917","SYCP2L","SYCP2L"
"10918","SYDE1","SYDE1"
"10919","SYDE2","SYDE2"
"10920","SYF2","SYF2"
"10921","SYK","SYK"
"10922","SYN2","SYN2"
"10923","SYN3","SYN3"
"10924","SYNC","SYNC"
"10925","SYNCRIP","SYNCRIP"
"10926","SYNDIG1","SYNDIG1"
"10927","SYNDIG1L","SYNDIG1L"
"10928","SYNE2","SYNE2"
"10929","SYNE3","SYNE3"
"10930","SYNGR1","SYNGR1"
"10931","SYNGR2","SYNGR2"
"10932","SYNGR3","SYNGR3"
"10933","SYNJ1","SYNJ1"
"10934","SYNJ2","SYNJ2"
"10935","SYNJ2BP","SYNJ2BP"
"10936","SYNM","SYNM"
"10937","SYNPO","SYNPO"
"10938","SYNPO2","SYNPO2"
"10939","SYNPO2L","SYNPO2L"
"10940","SYNRG","SYNRG"
"10941","SYNPR","SYP"
"10942","SYPL1","SYPL1"
"10943","SYPL2","SYPL2"
"10944","SYS1","SYS1"
"10945","SYT1","SYT1"
"10946","SYT10","SYT10"
"10947","SYT11","SYT11"
"10948","SYT12","SYT12"
"10949","SYT13","SYT13"
"10950","SYT14","SYT14"
"10951","SYT16","SYT16"
"10952","SYT17","SYT17"
"10953","SYT2","SYT2"
"10954","SYT4","SYT4"
"10955","SYT6","SYT6"
"10956","SYT7","SYT7"
"10957","SYT8","SYT8"
"10958","SYT9","SYT9"
"10959","SYTL1","SYTL1"
"10960","SYTL2","SYTL2"
"10961","SYTL3","SYTL3"
"10962","SYTL4","SYTL4"
"10963","SYTL5","SYTL5"
"10964","SYVN1","SYVN1"
"10965","SZRD1","SZRD1"
"10966","SZT2","SZT2"
"10967","KIAA0586","TA3"
"10968","TAAR1","TAAR1"
"10969","TAAR2","TAAR2"
"10970","TAAR5","TAAR5"
"10971","TAB1","TAB1"
"10972","TAB2","TAB2"
"10973","TAB3","TAB3"
"10974","TAC1","TAC1"
"10975","TACC2","TACC2"
"10976","TACC3","TACC3"
"10977","TACR1","TACR1"
"10978","TACR2","TACR2"
"10979","TACR3","TACR3"
"10980","TADA1","TADA1"
"10981","TADA2A","TADA2A"
"10982","TADA2B","TADA2B"
"10983","TADA3","TADA3"
"10984","TAF1","TAF1"
"10985","TAF10","TAF10"
"10986","TAF11","TAF11"
"10987","TAF12","TAF12"
"10988","TAF13","TAF13"
"10989","TAF15","TAF15"
"10990","TAF1A","TAF1A"
"10991","TAF1B","TAF1B"
"10992","TAF1C","TAF1C"
"10993","TAF2","TAF2"
"10994","TAF3","TAF3"
"10995","TAF4","TAF4"
"10996","TAF4B","TAF4B"
"10997","TAF5","TAF5"
"10998","TAF5L","TAF5L"
"10999","TAF7","TAF7"
"11000","TAF8","TAF8"
"11001","TAF9","TAF9"
"11002","TAFA1","TAFA1"
"11003","TAFA2","TAFA2"
"11004","TAFA3","TAFA3"
"11005","TAFA4","TAFA4"
"11006","TAFA5","TAFA5"
"11007","TAGAP","TAGAP"
"11008","TAGLN","TAGLN"
"11009","TAGLN2","TAGLN2"
"11010","TAGLN3","TAGLN3"
"11011","TAL1","TAL1"
"11012","TAL2","TAL2"
"11013","TALDO1","TALDO1"
"11014","TAMALIN","TAMALIN"
"11015","TAMM41","TAMM41"
"11016","TANC1","TANC1"
"11017","TANC2","TANC2"
"11018","TANGO2","TANGO2"
"11019","TANGO6","TANGO6"
"11020","TANK","TANK"
"11021","TAOK1","TAOK1"
"11022","TAOK3","TAOK3"
"11023","TAP1","TAP1"
"11024","TAP2","TAP2"
"11025","TAPBP","TAPBP"
"11026","TAPBPL","TAPBPL"
"11027","TAPT1","TAPT1"
"11028","TARBP1","TARBP1"
"11029","TARBP2","TARBP2"
"11030","TARDBP","TARDBP"
"11031","TARS1","TARS"
"11032","TARS3","TARSL2"
"11033","TAS1R1","TAS1R1"
"11034","TAS1R3","TAS1R3"
"11035","TAS2R40","TAS2R40"
"11036","TASOR","TASOR"
"11037","TASOR2","TASOR2"
"11038","TASP1","TASP1"
"11039","TATDN1","TATDN1"
"11040","TATDN3","TATDN3"
"11041","TAX1BP1","TAX1BP1"
"11042","TAX1BP3","TAX1BP3"
"11043","TBC1D1","TBC1D1"
"11044","TBC1D10A","TBC1D10A"
"11045","TBC1D13","TBC1D13"
"11046","TBC1D14","TBC1D14"
"11047","TBC1D15","TBC1D15"
"11048","TBC1D16","TBC1D16"
"11049","TBC1D19","TBC1D19"
"11050","TBC1D2","TBC1D2"
"11051","TBC1D20","TBC1D20"
"11052","TBC1D22A","TBC1D22A"
"11053","TBC1D22B","TBC1D22B"
"11054","TBC1D23","TBC1D23"
"11055","TBC1D24","TBC1D24"
"11056","TBC1D2B","TBC1D2B"
"11057","TBC1D30","TBC1D30"
"11058","TBC1D31","TBC1D31"
"11059","TBC1D32","TBC1D32"
"11060","TBC1D4","TBC1D4"
"11061","TBC1D5","TBC1D5"
"11062","TBC1D7","TBC1D7"
"11063","TBC1D8","TBC1D8"
"11064","TBC1D8B","TBC1D8B"
"11065","TBC1D9","TBC1D9"
"11066","TBC1D9B","TBC1D9B"
"11067","TBCC","TBCC"
"11068","TBCCD1","TBCCD1"
"11069","TBCD","TBCD"
"11070","TBCE","TBCE"
"11071","TBCEL","TBCEL"
"11072","TBCK","TBCK"
"11073","TBK1","TBK1"
"11074","TBKBP1","TBKBP1"
"11075","TBL1X","TBL1X"
"11076","TBL1XR1","TBL1XR1"
"11077","TBL2","TBL2"
"11078","TBL3","TBL3"
"11079","TBP","TBP"
"11080","TBPL1","TBPL1"
"11081","TBPL2","TBPL2"
"11082","TBR1","TBR1"
"11083","TBRG4","TBRG4"
"11084","TBX15","TBX15"
"11085","TBX18","TBX18"
"11086","TBX19","TBX19"
"11087","TBX2","TBX2"
"11088","TBX20","TBX20"
"11089","TBX21","TBX21"
"11090","TBX22","TBX22"
"11091","TBX3","TBX3"
"11092","TBX4","TBX4"
"11093","TBX5","TBX5"
"11094","TBXA2R","TBXA2R"
"11095","TBXAS1","TBXAS1"
"11096","TBXT","TBXT"
"11097","TC2N","TC2N"
"11098","TCAIM","TCAIM"
"11099","TCAP","TCAP"
"11100","TCEA1","TCEA1"
"11101","TCEA2","TCEA2"
"11102","TCEA3","TCEA3"
"11103","TCEANC","TCEANC"
"11104","TCEANC2","TCEANC2"
"11105","ELOC","TCEB1"
"11106","ELOA","TCEB3"
"11107","TCERG1","TCERG1"
"11108","TCERG1L","TCERG1L"
"11109","TCF12","TCF12"
"11110","TCF15","TCF15"
"11111","TCF20","TCF20"
"11112","TCF21","TCF21"
"11113","TCF24","TCF24"
"11114","TCF25","TCF25"
"11115","TCF3","TCF3"
"11116","TCF7","TCF7"
"11117","TCF7L1","TCF7L1"
"11118","TCF7L2","TCF7L2"
"11119","TCFL5","TCFL5"
"11120","TCIRG1","TCIRG1"
"11121","TCN2","TCN2"
"11122","TCOF1","TCOF1"
"11123","TCP1","TCP1"
"11124","TCP11L1","TCP11L1"
"11125","TCP11L2","TCP11X2"
"11126","TCTE1","TCTE1"
"11127","TCTN1","TCTN1"
"11128","TCTN2","TCTN2"
"11129","TCTN3","TCTN3"
"11130","TDG","TDG"
"11131","TDO2","TDO2"
"11132","TDP1","TDP1"
"11133","TDP2","TDP2"
"11134","TDRD1","TDRD1"
"11135","TDRD15","TDRD15"
"11136","TDRD3","TDRD3"
"11137","TDRD5","TDRD5"
"11138","TDRD7","TDRD7"
"11139","TDRD9","TDRD9"
"11140","TDRP","TDRP"
"11141","TEAD1","TEAD1"
"11142","TEAD3","TEAD3"
"11143","TEAD4","TEAD4"
"11144","TEC","TEC"
"11145","TECPR1","TECPR1"
"11146","TECPR2","TECPR2"
"11147","TECR","TECR"
"11148","TECRL","TECRL"
"11149","TECTA","TECTA"
"11150","TECTB","TECTB"
"11151","TEDC1","TEDC1"
"11152","TEF","TEF"
"11153","TEK","TEK"
"11154","TEKT1","TEKT1"
"11155","TEKT2","TEKT2"
"11156","TEKT3","TEKT3"
"11157","TEKT5","TEKT5"
"11158","TEKTIP1","TEKTIP1"
"11159","TELO2","TELO2"
"11160","TEN1","TEN1"
"11161","TENM1","TENM1"
"11162","TENM2","TENM2"
"11163","TENM3","TENM3"
"11164","TENM4","TENM4"
"11165","TENT2","TENT2"
"11166","TENT5B","TENT5B"
"11167","TEPSIN","TEPSIN"
"11168","TERB2","TERB2"
"11169","TERF1","TERF1"
"11170","TERF2","TERF2"
"11171","TERF2IP","TERF2IP"
"11172","TERT","TERT"
"11173","TES","TES"
"11174","TESC","TESC"
"11175","TESK1","TESK1"
"11176","TESK2","TESK2"
"11177","TESMIN","TESMIN"
"11178","TET1","TET1"
"11179","TET2","TET2"
"11180","TET3","TET3"
"11181","TEX10","TEX10"
"11182","TEX11","TEX11"
"11183","TEX12","TEX12"
"11184","TEX14","TEX14"
"11185","TEX2","TEX2"
"11186","TEX264","TEX264"
"11187","TEX36","TEX36"
"11188","TEX9","TEX9"
"11189","LTF","TF"
"11190","TFAM","TFAM"
"11191","TFAP2A","TFAP2A"
"11192","TFAP2B","TFAP2B"
"11193","TFAP2C","TFAP2C"
"11194","TFAP2D","TFAP2D"
"11195","TFAP2E","TFAP2E"
"11196","TFAP4","TFAP4"
"11197","TFB1M","TFB1M"
"11198","TFB2M","TFB2M"
"11199","TFCP2","TFCP2"
"11200","TFCP2L1","TFCP2L1"
"11201","TFDP1","TFDP1"
"11202","TFDP2","TFDP2"
"11203","TFEB","TFEB"
"11204","TFEC","TFEC"
"11205","TFF2","TFF3"
"11206","TFG","TFG"
"11207","TFIP11","TFIP11"
"11208","TFPI","TFPI"
"11209","TFPI2","TFPI2"
"11210","TFRC","TFRC"
"11211","TG","TG"
"11212","TGDS","TGDS"
"11213","TGFA","TGFA"
"11214","TGFB2","TGFB2"
"11215","TGFB3","TGFB3"
"11216","TGFBI","TGFBI"
"11217","TGFBR1","TGFBR1"
"11218","TGFBR2","TGFBR2"
"11219","TGFBR3","TGFBR3"
"11220","TGFBRAP1","TGFBRAP1"
"11221","TGIF1","TGIF1"
"11222","TGIF2","TGIF2"
"11223","TGM2","TGM2"
"11224","TGM3","TGM3"
"11225","TGM4","TGM4"
"11226","TGM6","TGM6"
"11227","TGS1","TGS1"
"11228","TH","TH"
"11229","THADA","THADA"
"11230","THAP1","THAP1"
"11231","SAMD13","THAP10"
"11232","THAP12","THAP12"
"11233","THAP4","THAP4"
"11234","THAP5","THAP5"
"11235","THAP7","THAP8"
"11236","THAP9","THAP9"
"11237","THBS1","THBS1"
"11238","THBS2","THBS2"
"11239","COMP","THBS4"
"11240","THEM4","THEM4"
"11241","THEMIS","THEMIS"
"11242","THG1L","THG1L"
"11243","THNSL1","THNSL1"
"11244","THNSL2","THNSL2"
"11245","THOC1","THOC1"
"11246","THOC2","THOC2"
"11247","THOC3","THOC3"
"11248","THOC5","THOC5"
"11249","THOC7","THOC7"
"11250","THOP1","THOP1"
"11251","THPO","THPO"
"11252","THRA","THRA"
"11253","THRAP3","THRAP3"
"11254","THRB","THRB"
"11255","THRSP","THRSP"
"11256","THRSP","THRSPB"
"11257","THSD1","THSD1"
"11258","THSD4","THSD4"
"11259","THSD7A","THSD7A"
"11260","THSD7B","THSD7B"
"11261","THUMPD1","THUMPD1"
"11262","THUMPD2","THUMPD2"
"11263","THUMPD3","THUMPD3"
"11264","THY1","THY1"
"11265","THYN1","THYN1"
"11266","TIA1","TIA1"
"11267","TIAM1","TIAM1"
"11268","TIAM2","TIAM2"
"11269","TICAM1","TICAM1"
"11270","TICRR","TICRR"
"11271","TIE1","TIE1"
"11272","TIFA","TIFA"
"11273","TIGD5","TIGD5"
"11274","TIMELESS","TIMELESS"
"11275","TIMM10","TIMM10"
"11276","TIMM10B","TIMM10B"
"11277","TIMM13","TIMM13"
"11278","TIMM17A","TIMM17B"
"11279","TIMM21","TIMM21"
"11280","TIMM22","TIMM22"
"11281","TIMM23","TIMM23B"
"11282","TIMM44","TIMM44"
"11283","TIMM8A","TIMM8A"
"11284","TIMMDC1","TIMMDC1"
"11285","TIMP2","TIMP2"
"11286","TIMP3","TIMP3"
"11287","TIMP4","TIMP4"
"11288","TINAG","TINAG"
"11289","TINAGL1","TINAGL1"
"11290","TINCR","TINCR"
"11291","TIPARP","TIPARP"
"11292","TIPIN","TIPIN"
"11293","TIPRL","TIPRL"
"11294","TIRAP","TIRAP"
"11295","TJP1","TJP1"
"11296","TJP2","TJP2"
"11297","TJP3","TJP3"
"11298","TK1","TK1"
"11299","TK2","TK2"
"11300","TKFC","TKFC"
"11301","TKT","TKTL1"
"11302","TLCD1","TLCD1"
"11303","TLCD3A","TLCD3A"
"11304","TLCD4","TLCD4"
"11305","MEAK7","TLDC1"
"11306","TLDC2","TLDC2"
"11307","TLE1","TLE1"
"11308","TLE3","TLE3"
"11309","TLE4","TLE4"
"11310","TLE5","TLE5"
"11311","TLK1","TLK1"
"11312","TLK2","TLK2"
"11313","TLL1","TLL1"
"11314","TLL2","TLL2"
"11315","TLN1","TLN1"
"11316","TLN2","TLN2"
"11317","TLR6","TLR1A"
"11318","TLR6","TLR1B"
"11319","TLR2","TLR2"
"11320","TLR2","TLR2A"
"11321","TLR3","TLR3"
"11322","TLR4","TLR4"
"11323","TLR7","TLR7"
"11324","TLX1","TLX1"
"11325","TLX3","TLX3"
"11326","TM2D1","TM2D1"
"11327","TM2D2","TM2D2"
"11328","TM2D3","TM2D3"
"11329","TM4SF1","TM4SF1"
"11330","TM4SF19","TM4SF19"
"11331","TM4SF20","TM4SF1a"
"11332","TM4SF4","TM4SF4"
"11333","TM6SF1","TM6SF1"
"11334","TM6SF2","TM6SF2"
"11335","TM7SF3","TM7SF3"
"11336","TM9SF2","TM9SF2"
"11337","TM9SF3","TM9SF3"
"11338","TM9SF4","TM9SF4"
"11339","TMA16","TMA16"
