"","human_gene","macaque_gene"
"13864","SPNS1","SPNS1"
"13865","SPNS2","SPNS2"
"13866","SPNS3","SPNS3"
"13867","SPO11","SPO11"
"13868","SPOCD1","SPOCD1"
"13869","SPOCK1","SPOCK1"
"13870","SPOCK2","SPOCK2"
"13871","SPOCK3","SPOCK3"
"13872","SPON1","SPON1"
"13873","SPON2","SPON2"
"13874","SPOP","SPOP"
"13875","SPOPL","SPOPL"
"13876","SPP1","SPP1"
"13877","SPP2","SPP2"
"13878","SPPL2C","SPPL2C"
"13879","SPPL3","SPPL3"
"13880","SPR","SPR"
"13881","SPRED1","SPRED1"
"13882","SPRED2","SPRED2"
"13883","SPRED3","SPRED3"
"13884","SPRING1","SPRING1"
"13885","SPRR3","SPRR3"
"13886","SPRTN","SPRTN"
"13887","SPRY1","SPRY1"
"13888","SPRY2","SPRY2"
"13889","SPRY3","SPRY3"
"13890","SPRY4","SPRY4"
"13891","SPRYD3","SPRYD3"
"13892","SPRYD4","SPRYD4"
"13893","SPRYD7","SPRYD7"
"13894","SPSB1","SPSB1"
"13895","SPSB2","SPSB2"
"13896","SPSB3","SPSB3"
"13897","SPSB4","SPSB4"
"13898","SPTA1","SPTA1"
"13899","SPTAN1","SPTAN1"
"13900","SPTB","SPTB"
"13901","SPTBN1","SPTBN1"
"13902","SPTBN2","SPTBN2"
"13903","SPTBN5","SPTBN5"
"13904","SPTLC1","SPTLC1"
"13905","SPTLC2","SPTLC2"
"13906","SPTLC3","SPTLC3"
"13907","SPTSSA","SPTSSA"
"13908","SPTY2D1","SPTY2D1"
"13909","SPX","SPX"
"13910","SQLE","SQLE"
"13911","SQOR","SQOR"
"13912","SQSTM1","SQSTM1"
"13913","SRARP","SRARP"
"13914","SRBD1","SRBD1"
"13915","SRC","SRC"
"13916","SRCAP","SRCAP"
"13917","SRCIN1","SRCIN1"
"13918","SRD5A1","SRD5A1"
"13919","SRD5A2","SRD5A2"
"13920","SRD5A3","SRD5A3"
"13921","SREBF1","SREBF1"
"13922","SREBF2","SREBF2"
"13923","SREK1","SREK1"
"13924","SREK1IP1","SREK1IP1"
"13925","SRF","SRF"
"13926","SRFBP1","SRFBP1"
"13927","SRGAP1","SRGAP1"
"13928","SRGAP2","SRGAP2"
"13929","SRGAP3","SRGAP3"
"13930","SRGN","SRGN"
"13931","SRI","SRI"
"13932","SRL","SRL"
"13933","SRM","SRM"
"13934","SRMS","SRMS"
"13935","SRP54","SRP54"
"13936","SRP68","SRP68"
"13937","SRP72","SRP72"
"13938","SRP9","SRP9"
"13939","SRPK2","SRPK2"
"13940","SRPK3","SRPK3"
"13941","SRPRA","SRPRA"
"13942","SRPRB","SRPRB"
"13943","SRPX","SRPX"
"13944","SRPX2","SRPX2"
"13945","SRR","SRR"
"13946","SRRD","SRRD"
"13947","SRRM1","SRRM1"
"13948","SRRM2","SRRM2"
"13949","SRRM3","SRRM3"
"13950","SRRM4","SRRM4"
"13951","SRRT","SRRT"
"13952","SRSF10","SRSF10"
"13953","SRSF11","SRSF11"
"13954","SRSF12","SRSF12"
"13955","SRSF2","SRSF2"
"13956","SRSF4","SRSF4"
"13957","SRSF5","SRSF5"
"13958","SRSF6","SRSF6"
"13959","SRSF7","SRSF7"
"13960","SRSF8","SRSF8"
"13961","SRSF9","SRSF9"
"13962","SRXN1","SRXN1"
"13963","SRY","SRY"
"13964","SS18","SS18"
"13965","SS18L1","SS18L1"
"13966","SSBP1","SSBP1"
"13967","SSBP2","SSBP2"
"13968","SSBP3","SSBP3"
"13969","SSBP4","SSBP4"
"13970","SSC4D","SSC4D"
"13971","SSC5D","SSC5D"
"13972","SSH1","SSH1"
"13973","SSH2","SSH2"
"13974","SSH3","SSH3"
"13975","SSMEM1","SSMEM1"
"13976","SSNA1","SSNA1"
"13977","SSPN","SSPN"
"13978","SSR1","SSR1"
"13979","SSR2","SSR2"
"13980","SSR3","SSR3"
"13981","SSR4","SSR4"
"13982","SSRP1","SSRP1"
"13983","SST","SST"
"13984","SSTR1","SSTR1"
"13985","SSTR2","SSTR2"
"13986","SSTR3","SSTR3"
"13987","SSTR4","SSTR4"
"13988","SSTR5","SSTR5"
"13989","SSUH2","SSUH2"
"13990","SSX2IP","SSX2IP"
"13991","ST13","ST13"
"13992","ST14","ST14"
"13993","ST18","ST18"
"13994","ST3GAL1","ST3GAL1"
"13995","ST3GAL2","ST3GAL2"
"13996","ST3GAL3","ST3GAL3"
"13997","ST3GAL4","ST3GAL4"
"13998","ST3GAL5","ST3GAL5"
"13999","ST3GAL6","ST3GAL6"
"14000","ST6GAL1","ST6GAL1"
"14001","ST6GAL2","ST6GAL2"
"14002","ST6GALNAC1","ST6GALNAC1"
"14003","ST6GALNAC2","ST6GALNAC2"
"14004","ST6GALNAC3","ST6GALNAC3"
"14005","ST6GALNAC4","ST6GALNAC4"
"14006","ST6GALNAC5","ST6GALNAC5"
"14007","ST6GALNAC6","ST6GALNAC6"
"14008","ST7","ST7"
"14009","ST7L","ST7L"
"14010","ST8SIA1","ST8SIA1"
"14011","ST8SIA2","ST8SIA2"
"14012","ST8SIA3","ST8SIA3"
"14013","ST8SIA4","ST8SIA4"
"14014","ST8SIA5","ST8SIA5"
"14015","ST8SIA6","ST8SIA6"
"14016","STAB1","STAB1"
"14017","STAB2","STAB2"
"14018","STAC","STAC"
"14019","STAC2","STAC2"
"14020","STAC3","STAC3"
"14021","STAG1","STAG1"
"14022","STAG2","STAG2"
"14023","STAG3","STAG3"
"14024","STAM","STAM"
"14025","STAM2","STAM2"
"14026","STAMBP","STAMBP"
"14027","STAMBPL1","STAMBPL1"
"14028","STAP1","STAP1"
"14029","STAP2","STAP2"
"14030","STAR","STAR"
"14031","STARD10","STARD10"
"14032","STARD13","STARD13"
"14033","STARD3","STARD3"
"14034","STARD3NL","STARD3NL"
"14035","STARD4","STARD4"
"14036","STARD5","STARD5"
"14037","STARD6","STARD6"
"14038","STARD7","STARD7"
"14039","STARD8","STARD8"
"14040","STARD9","STARD9"
"14041","STAT1","STAT1"
"14042","STAT2","STAT2"
"14043","STAT3","STAT3"
"14044","STAT4","STAT4"
"14045","STAT5A","STAT5A"
"14046","STAT5B","STAT5B"
"14047","STAT6","STAT6"
"14048","STAU1","STAU1"
"14049","STAU2","STAU2"
"14050","STC1","STC1"
"14051","STC2","STC2"
"14052","STEAP1","STEAP1"
"14053","STEAP2","STEAP2"
"14054","STEAP3","STEAP3"
"14055","STEAP4","STEAP4"
"14056","NKRF","STEEP1"
"14057","STIL","STIL"
"14058","STIM1","STIM1"
"14059","STIM2","STIM2"
"14060","STIMATE","STIMATE"
"14061","STING1","STING1"
"14062","STIP1","STIP1"
"14063","STK10","STK10"
"14064","STK11","STK11"
"14065","STK11IP","STK11IP"
"14066","STK16","STK16"
"14067","STK17A","STK17A"
"14068","STK17B","STK17B"
"14069","STK19","STK19"
"14070","STK24","STK24"
"14071","STK25","STK25"
"14072","STK26","STK26"
"14073","STK3","STK3"
"14074","STK31","STK31"
"14075","STK32A","STK32A"
"14076","STK32B","STK32B"
"14077","STK32C","STK32C"
"14078","STK33","STK33"
"14079","STK35","STK35"
"14080","STK36","STK36"
"14081","STK38","STK38"
"14082","STK38L","STK38L"
"14083","STK39","STK39"
"14084","STK4","STK4"
"14085","STK40","STK40"
"14086","STKLD1","STKLD1"
"14087","STMN1","STMN1"
"14088","STMN2","STMN2"
"14089","STMN3","STMN3"
"14090","STMN4","STMN4"
"14091","STMND1","STMND1"
"14092","STMP1","STMP1"
"14093","STN1","STN1"
"14094","STOM","STOM"
"14095","STOML1","STOML1"
"14096","STOML2","STOML2"
"14097","STOML3","STOML3"
"14098","STON1","STON1"
"14099","STON2","STON2"
"14100","STOX1","STOX1"
"14101","STOX2","STOX2"
"14102","STPG1","STPG1"
"14103","STPG2","STPG2"
"14104","STPG3","STPG3"
"14105","STPG4","STPG4"
"14106","STRA6","STRA6"
"14107","STRA8","STRA8"
"14108","STRADA","STRADA"
"14109","STRADB","STRADB"
"14110","STRAP","STRAP"
"14111","STRBP","STRBP"
"14112","STRC","STRC"
"14113","STRIP1","STRIP1"
"14114","STRIP2","STRIP2"
"14115","STRIT1","STRIT1"
"14116","STRN","STRN"
"14117","STRN3","STRN3"
"14118","STRN4","STRN4"
"14119","STS","STS"
"14120","STT3A","STT3A"
"14121","STT3B","STT3B"
"14122","STUB1","STUB1"
"14123","STUM","STUM"
"14124","STX10","STX10"
"14125","STX11","STX11"
"14126","PPP1R8","STX12"
"14127","STX16","STX16"
"14128","STX17","STX17"
"14129","STX18","STX18"
"14130","STX19","STX19"
"14131","STX1A","STX1A"
"14132","STX1B","STX1B"
"14133","STX2","STX2"
"14134","STX3","STX3"
"14135","STX4","STX4"
"14136","STX5","STX5"
"14137","STX6","STX6"
"14138","STX7","STX7"
"14139","STX8","STX8"
"14140","STXBP1","STXBP1"
"14141","STXBP2","STXBP2"
"14142","STXBP3","STXBP3"
"14143","STXBP4","STXBP4"
"14144","STXBP5","STXBP5"
"14145","STXBP5L","STXBP5L"
"14146","STXBP6","STXBP6"
"14147","STYK1","STYK1"
"14148","STYX","STYX"
"14149","STYXL1","STYXL1"
"14150","STYXL2","STYXL2"
"14151","SUB1","SUB1"
"14152","SUCLA2","SUCLA2"
"14153","SUCLG1","SUCLG1"
"14154","SUCLG2","SUCLG2"
"14155","SUCNR1","SUCNR1"
"14156","SUCO","SUCO"
"14157","SUDS3","SUDS3"
"14158","SUFU","SUFU"
"14159","SUGCT","SUGCT"
"14160","SUGP1","SUGP1"
"14161","SUGP2","SUGP2"
"14162","SUGT1","SUGT1"
"14163","SULF1","SULF1"
"14164","SULF2","SULF2"
"14165","SULT1A4","SULT1A3"
"14166","SULT1B1","SULT1B1"
"14167","SULT1C2","SULT1C2"
"14168","SULT1C3","SULT1C3"
"14169","SULT1C4","SULT1C4"
"14170","SULT1E1","SULT1E1"
"14171","SULT2A1","SULT2A1"
"14172","SULT2B1","SULT2B1"
"14173","SULT4A1","SULT4A1"
"14174","SULT6B1","SULT6B1"
"14175","SUMF1","SUMF1"
"14176","SUMO3","SUMO3"
"14177","SUN1","SUN1"
"14178","SUN2","SUN2"
"14179","SUN3","SUN3"
"14180","SUN5","SUN5"
"14181","SUOX","SUOX"
"14182","SUPT16H","SUPT16H"
"14183","SUPT20H","SUPT20H"
"14184","SUPT3H","SUPT3H"
"14185","SUPT4H1","SUPT4H1"
"14186","SUPT5H","SUPT5H"
"14187","SUPT6H","SUPT6H"
"14188","SUPT7L","SUPT7L"
"14189","SUPV3L1","SUPV3L1"
"14190","SURF1","SURF1"
"14191","SURF2","SURF2"
"14192","SURF4","SURF4"
"14193","SURF6","SURF6"
"14194","SUSD1","SUSD1"
"14195","SUSD2","SUSD2"
"14196","SUSD3","SUSD3"
"14197","SUSD4","SUSD4"
"14198","SUSD5","SUSD5"
"14199","SUSD6","SUSD6"
"14200","SUV39H1","SUV39H1"
"14201","SUV39H2","SUV39H2"
"14202","SUZ12","SUZ12"
"14203","SV2A","SV2A"
"14204","SV2B","SV2B"
"14205","SV2C","SV2C"
"14206","SVBP","SVBP"
"14207","SVEP1","SVEP1"
"14208","SVIL","SVIL"
"14209","SVIP","SVIP"
"14210","SVOP","SVOP"
"14211","SVOPL","SVOPL"
"14212","SWAP70","SWAP70"
"14213","SWSAP1","SWSAP1"
"14214","SWT1","SWT1"
"14215","SYAP1","SYAP1"
"14216","SYBU","SYBU"
"14217","SYCE1L","SYCE1L"
"14218","SYCE3","SYCE3"
"14219","SYCN","SYCN"
"14220","SYCP1","SYCP1"
"14221","SYCP2","SYCP2"
"14222","SYCP2L","SYCP2L"
"14223","SYCP3","SYCP3"
"14224","SYDE1","SYDE1"
"14225","SYDE2","SYDE2"
"14226","SYF2","SYF2"
"14227","SYK","SYK"
"14228","SYMPK","SYMPK"
"14229","SYN1","SYN1"
"14230","SYN2","SYN2"
"14231","SYN3","SYN3"
"14232","SYNC","SYNC"
"14233","SYNCRIP","SYNCRIP"
"14234","SYNDIG1","SYNDIG1"
"14235","SYNDIG1L","SYNDIG1L"
"14236","SYNE1","SYNE1"
"14237","SYNE2","SYNE2"
"14238","SYNE3","SYNE3"
"14239","SYNE4","SYNE4"
"14240","SYNGAP1","SYNGAP1"
"14241","SYNGR1","SYNGR1"
"14242","SYNGR2","SYNGR2"
"14243","SYNGR3","SYNGR3"
"14244","SYNGR4","SYNGR4"
"14245","SYNJ1","SYNJ1"
"14246","SYNJ2","SYNJ2"
"14247","SYNM","SYNM"
"14248","SYNPO2","SYNPO2"
"14249","SYNPO2L","SYNPO2L"
"14250","SYNPR","SYNPR"
"14251","SYNRG","SYNRG"
"14252","SYP","SYP"
"14253","SYPL1","SYPL1"
"14254","SYPL2","SYPL2"
"14255","SYS1","SYS1"
"14256","SYT1","SYT1"
"14257","SYT10","SYT10"
"14258","SYT11","SYT11"
"14259","SYT12","SYT12"
"14260","SYT13","SYT13"
"14261","SYT14","SYT14"
"14262","SYT16","SYT16"
"14263","SYT17","SYT17"
"14264","SYT2","SYT2"
"14265","SYT3","SYT3"
"14266","SYT4","SYT4"
"14267","SYT5","SYT5"
"14268","SYT6","SYT6"
"14269","SYT7","SYT7"
"14270","SYT8","SYT8"
"14271","SYT9","SYT9"
"14272","SYTL1","SYTL1"
"14273","SYTL2","SYTL2"
"14274","SYTL3","SYTL3"
"14275","SYTL5","SYTL5"
"14276","SYVN1","SYVN1"
"14277","SZRD1","SZRD1"
"14278","SZT2","SZT2"
"14279","TAAR1","TAAR1"
"14280","TAAR2","TAAR2"
"14281","TAAR5","TAAR5"
"14282","TAB1","TAB1"
"14283","TAB2","TAB2"
"14284","TAB3","TAB3"
"14285","TAC1","TAC1"
"14286","TAC3","TAC3"
"14287","TACC1","TACC1"
"14288","TACC2","TACC2"
"14289","TACC3","TACC3"
"14290","TACO1","TACO1"
"14291","TACR1","TACR1"
"14292","TACR2","TACR2"
"14293","TACR3","TACR3"
"14294","TADA1","TADA1"
"14295","TADA2A","TADA2A"
"14296","TADA2B","TADA2B"
"14297","TADA3","TADA3"
"14298","TAF1","TAF1"
"14299","TAF10","TAF10"
"14300","TAF11","TAF11"
"14301","TAF12","TAF12"
"14302","TAF13","TAF13"
"14303","TAF15","TAF15"
"14304","TAF1A","TAF1A"
"14305","TAF1B","TAF1B"
"14306","TAF1C","TAF1C"
"14307","TAF1D","TAF1D"
"14308","TAF1L","TAF1L"
"14309","TAF2","TAF2"
"14310","TAF3","TAF3"
"14311","TAF4","TAF4"
"14312","TAF4B","TAF4B"
"14313","TAF5","TAF5"
"14314","TAF5L","TAF5L"
"14315","TAF6","TAF6"
"14316","TAF6L","TAF6L"
"14317","TAF7","TAF7"
"14318","TAF7L","TAF7L"
"14319","TAF8","TAF8"
"14320","CCDC125","TAF9"
"14321","TAF9B","TAF9B"
"14322","TAFA1","TAFA1"
"14323","TAFA2","TAFA2"
"14324","TAFA3","TAFA3"
"14325","TAFA4","TAFA4"
"14326","TAFAZZIN","TAFAZZIN"
"14327","TAGAP","TAGAP"
"14328","TAGLN","TAGLN"
"14329","TAGLN2","TAGLN2"
"14330","TAGLN3","TAGLN3"
"14331","TALDO1","TALDO1"
"14332","TAMALIN","TAMALIN"
"14333","TAMM41","TAMM41"
"14334","TANC1","TANC1"
"14335","TANC2","TANC2"
"14336","TANGO2","TANGO2"
"14337","TANGO6","TANGO6"
"14338","TANK","TANK"
"14339","TAOK1","TAOK1"
"14340","TAOK2","TAOK2"
"14341","TAOK3","TAOK3"
"14342","TAPBP","TAPBP"
"14343","TAPBPL","TAPBPL"
"14344","TAPT1","TAPT1"
"14345","TARBP1","TARBP1"
"14346","TARBP2","TARBP2"
"14347","TARDBP","TARDBP"
"14348","TARM1","TARM1"
"14349","TARS1","TARS1"
"14350","TARS2","TARS2"
"14351","TARS3","TARS3"
"14352","TAS1R1","TAS1R1"
"14353","TAS1R2","TAS1R2"
"14354","TAS1R3","TAS1R3"
"14355","TAS2R1","TAS2R1"
"14356","TAS2R10","TAS2R10"
"14357","TAS2R13","TAS2R13"
"14358","TAS2R14","TAS2R14"
"14359","TAS2R16","TAS2R16"
"14360","TAS2R20","TAS2R20"
"14361","TAS2R3","TAS2R3"
"14362","TAS2R38","TAS2R38"
"14363","TAS2R39","TAS2R39"
"14364","TAS2R4","TAS2R4"
"14365","TAS2R40","TAS2R40"
"14366","TAS2R41","TAS2R41"
"14367","TAS2R42","TAS2R42"
"14368","TAS2R30","TAS2R46"
"14369","TAS2R5","TAS2R5"
"14370","TAS2R50","TAS2R50"
"14371","TAS2R60","TAS2R60"
"14372","TAS2R7","TAS2R7"
"14373","TAS2R8","TAS2R8"
"14374","TAS2R9","TAS2R9"
"14375","TASL","TASL"
"14376","TASOR","TASOR"
"14377","TASOR2","TASOR2"
"14378","TASP1","TASP1"
"14379","TAT","TAT"
"14380","TATDN1","TATDN1"
"14381","TATDN2","TATDN2"
"14382","TATDN3","TATDN3"
"14383","TAX1BP1","TAX1BP1"
"14384","TAX1BP3","TAX1BP3"
"14385","TBATA","TBATA"
"14386","TBC1D1","TBC1D1"
"14387","TBC1D10A","TBC1D10A"
"14388","TBC1D10B","TBC1D10B"
"14389","TBC1D10C","TBC1D10C"
"14390","TBC1D12","TBC1D12"
"14391","TBC1D13","TBC1D13"
"14392","TBC1D14","TBC1D14"
"14393","TBC1D15","TBC1D15"
"14394","TBC1D16","TBC1D16"
"14395","TBC1D17","TBC1D17"
"14396","TBC1D19","TBC1D19"
"14397","TBC1D2","TBC1D2"
"14398","TBC1D20","TBC1D20"
"14399","TBC1D21","TBC1D21"
"14400","TBC1D22A","TBC1D22A"
"14401","TBC1D22B","TBC1D22B"
"14402","TBC1D23","TBC1D23"
"14403","TBC1D24","TBC1D24"
"14404","TBC1D25","TBC1D25"
"14405","TBC1D2B","TBC1D2B"
"14406","TBC1D30","TBC1D30"
"14407","TBC1D32","TBC1D32"
"14408","TBC1D4","TBC1D4"
"14409","TBC1D5","TBC1D5"
"14410","TBC1D7","TBC1D7"
"14411","TBC1D8","TBC1D8"
"14412","TBC1D8B","TBC1D8B"
"14413","TBC1D9","TBC1D9"
"14414","TBC1D9B","TBC1D9B"
"14415","TBCB","TBCB"
"14416","TBCC","TBCC"
"14417","TBCCD1","TBCCD1"
"14418","TBCD","TBCD"
"14419","TBCE","TBCE"
"14420","TECTA","TBCEL"
"14421","TBCK","TBCK"
"14422","TBK1","TBK1"
"14423","TBKBP1","TBKBP1"
"14424","TBL1X","TBL1X"
"14425","TBL1XR1","TBL1XR1"
"14426","TBL1Y","TBL1Y"
"14427","TBL2","TBL2"
"14428","TBL3","TBL3"
"14429","TBP","TBP"
"14430","TBPL1","TBPL1"
"14431","TBPL2","TBPL2"
"14432","TBR1","TBR1"
"14433","TBRG1","TBRG1"
"14434","TBRG4","TBRG4"
"14435","TBX1","TBX1"
"14436","TBX10","TBX10"
"14437","TBX15","TBX15"
"14438","TBX18","TBX18"
"14439","TBX19","TBX19"
"14440","TBX2","TBX2"
"14441","TBX20","TBX20"
"14442","TBX21","TBX21"
"14443","TBX22","TBX22"
"14444","TBX3","TBX3"
"14445","TBX4","TBX4"
"14446","TBX5","TBX5"
"14447","TBX6","TBX6"
"14448","TBXA2R","TBXA2R"
"14449","TBXAS1","TBXAS1"
"14450","TBXT","TBXT"
"14451","TC2N","TC2N"
"14452","TCAF1","TCAF1"
"14453","TCAF2","TCAF2"
"14454","TCAIM","TCAIM"
"14455","TCEA1","TCEA1"
"14456","TCEA2","TCEA2"
"14457","TCEA3","TCEA3"
"14458","TCEAL1","TCEAL1"
"14459","TCEAL2","TCEAL2"
"14460","TCEAL4","TCEAL4"
"14461","TCEAL5","TCEAL5"
"14462","TCEAL7","TCEAL7"
"14463","TCEAL8","TCEAL8"
"14464","TCEAL9","TCEAL9"
"14465","TCEANC","TCEANC"
"14466","TCEANC2","TCEANC2"
"14467","TCERG1","TCERG1"
"14468","TCERG1L","TCERG1L"
"14469","TCF12","TCF12"
"14470","TCF15","TCF15"
"14471","TCF19","TCF19"
"14472","TCF20","TCF20"
"14473","TCF21","TCF21"
"14474","TCF23","TCF23"
"14475","TCF24","TCF24"
"14476","TCF25","TCF25"
"14477","TCF3","TCF3"
"14478","TCF4","TCF4"
"14479","TCF7","TCF7"
"14480","TCF7L1","TCF7L1"
"14481","TCF7L2","TCF7L2"
"14482","TCFL5","TCFL5"
"14483","TCHH","TCHH"
"14484","TCHHL1","TCHHL1"
"14485","TCIM","TCIM"
"14486","TCIRG1","TCIRG1"
"14487","TCL1A","TCL1A"
"14488","TCL1B","TCL1B"
"14489","TCN1","TCN1"
"14490","TCN2","TCN2"
"14491","TCOF1","TCOF1"
"14492","TCP1","TCP1"
"14493","TCP11","TCP11"
"14494","TCP11L1","TCP11L1"
"14495","TCP11L2","TCP11L2"
"14496","TCTA","TCTA"
"14497","TCTE1","TCTE1"
"14498","TCTN1","TCTN1"
"14499","TCTN2","TCTN2"
"14500","TCTN3","TCTN3"
"14501","TDG","TDG"
"14502","TDO2","TDO2"
"14503","TDP1","TDP1"
"14504","TDP2","TDP2"
"14505","TDRD1","TDRD1"
"14506","TDRD10","TDRD10"
"14507","TDRD15","TDRD15"
"14508","TDRD3","TDRD3"
"14509","TDRD5","TDRD5"
"14510","TDRD6","TDRD6"
"14511","TDRD7","TDRD7"
"14512","TDRD9","TDRD9"
"14513","TDRKH","TDRKH"
"14514","TDRP","TDRP"
"14515","TEAD1","TEAD1"
"14516","TEAD2","TEAD2"
"14517","TEAD3","TEAD3"
"14518","TEC","TEC"
"14519","TECPR1","TECPR1"
"14520","TECPR2","TECPR2"
"14521","TECR","TECR"
"14522","TECRL","TECRL"
"14523","TECTB","TECTB"
"14524","TEDC1","TEDC1"
"14525","TEDC2","TEDC2"
"14526","TEDDM1","TEDDM1"
"14527","TEF","TEF"
"14528","TEFM","TEFM"
"14529","TEK","TEK"
"14530","TEKT1","TEKT1"
"14531","TEKT2","TEKT2"
"14532","TEKT3","TEKT3"
"14533","TEKT4","TEKT4"
"14534","TEKT5","TEKT5"
"14535","TEKTIP1","TEKTIP1"
"14536","TELO2","TELO2"
"14537","TEN1","TEN1"
"14538","TENM1","TENM1"
"14539","TENM2","TENM2"
"14540","TENM3","TENM3"
"14541","TENM4","TENM4"
"14542","TENT2","TENT2"
"14543","TENT4A","TENT4A"
"14544","TENT4B","TENT4B"
"14545","TENT5A","TENT5A"
"14546","TENT5B","TENT5B"
"14547","TENT5C","TENT5C"
"14548","TENT5D","TENT5D"
"14549","TEP1","TEP1"
"14550","TEPSIN","TEPSIN"
"14551","TERB1","TERB1"
"14552","TERB2","TERB2"
"14553","TERF1","TERF1"
"14554","TERF2","TERF2"
"14555","TERF2IP","TERF2IP"
"14556","TERT","TERT"
"14557","TES","TES"
"14558","TESC","TESC"
"14559","TESK1","TESK1"
"14560","TESK2","TESK2"
"14561","TESMIN","TESMIN"
"14562","TESPA1","TESPA1"
"14563","TET1","TET1"
"14564","TET2","TET2"
"14565","TET3","TET3"
"14566","TEX10","TEX10"
"14567","TEX101","TEX101"
"14568","TEX11","TEX11"
"14569","TEX12","TEX12"
"14570","TEX13A","TEX13A"
"14571","TEX13B","TEX13B"
"14572","TEX13C","TEX13C"
"14573","TEX13D","TEX13D"
"14574","TEX14","TEX14"
"14575","TEX15","TEX15"
"14576","TEX19","TEX19"
"14577","TEX2","TEX2"
"14578","TEX22","TEX22"
"14579","TEX26","TEX26"
"14580","TEX261","TEX261"
"14581","TEX29","TEX29"
"14582","TEX30","TEX30"
"14583","TEX35","TEX35"
"14584","TEX36","TEX36"
"14585","TEX38","TEX38"
"14586","TEX44","TEX44"
"14587","TEX46","TEX46"
"14588","TEX47","TEX47"
"14589","TEX48","TEX48"
"14590","TEX50","TEX50"
"14591","TEX51","TEX51"
"14592","TEX52","TEX52"
"14593","TEX53","TEX53"
"14594","TEX55","TEX55"
"14595","TEX9","TEX9"
"14596","TF","TF"
"14597","TFAM","TFAM"
"14598","TFAP2A","TFAP2A"
"14599","TFAP2B","TFAP2B"
"14600","TFAP2C","TFAP2C"
"14601","TFAP2D","TFAP2D"
"14602","TFAP2E","TFAP2E"
"14603","TFAP4","TFAP4"
"14604","TFB1M","TFB1M"
"14605","TFB2M","TFB2M"
"14606","TFCP2","TFCP2"
"14607","TFCP2L1","TFCP2L1"
"14608","TFDP1","TFDP1"
"14609","TFDP2","TFDP2"
"14610","TFDP3","TFDP3"
"14611","TFE3","TFE3"
"14612","TFEB","TFEB"
"14613","TFEC","TFEC"
"14614","TFF1","TFF1"
"14615","TFF2","TFF2"
"14616","TFF3","TFF3"
"14617","TFG","TFG"
"14618","TFIP11","TFIP11"
"14619","TFPI","TFPI"
"14620","TFPI2","TFPI2"
"14621","TFPT","TFPT"
"14622","TFR2","TFR2"
"14623","TFRC","TFRC"
"14624","TG","TG"
"14625","TGDS","TGDS"
"14626","TGFA","TGFA"
"14627","TGFB1","TGFB1"
"14628","TGFB1I1","TGFB1I1"
"14629","TGFB2","TGFB2"
"14630","TGFB3","TGFB3"
"14631","TGFBI","TGFBI"
"14632","TGFBR1","TGFBR1"
"14633","TGFBR2","TGFBR2"
"14634","TGFBR3","TGFBR3"
"14635","TGFBR3L","TGFBR3L"
"14636","TGFBRAP1","TGFBRAP1"
"14637","TGIF1","TGIF1"
"14638","TGIF2","TGIF2"
"14639","TGIF2LX","TGIF2LX"
"14640","TGM1","TGM1"
"14641","TGM2","TGM2"
"14642","TGM3","TGM3"
"14643","TGM4","TGM4"
"14644","TGM5","TGM5"
"14645","TGM6","TGM6"
"14646","TGM7","TGM7"
"14647","TGOLN2","TGOLN2"
"14648","TGS1","TGS1"
"14649","TH","TH"
"14650","THADA","THADA"
"14651","THAP1","THAP1"
"14652","THAP10","THAP10"
"14653","THAP11","THAP11"
"14654","THAP12","THAP12"
"14655","THAP2","THAP2"
"14656","THAP3","THAP3"
"14657","THAP4","THAP4"
"14658","THAP5","THAP5"
"14659","THAP6","THAP6"
"14660","THAP7","THAP7"
"14661","THAP8","THAP8"
"14662","THAP9","THAP9"
"14663","THBD","THBD"
"14664","THBS1","THBS1"
"14665","THBS2","THBS2"
"14666","THBS3","THBS3"
"14667","THBS4","THBS4"
"14668","THEM5","THEM4"
"14669","THEM6","THEM6"
"14670","THEMIS","THEMIS"
"14671","THEMIS2","THEMIS2"
"14672","THG1L","THG1L"
"14673","THNSL1","THNSL1"
"14674","THNSL2","THNSL2"
"14675","THOC1","THOC1"
"14676","THOC2","THOC2"
"14677","THOC3","THOC3"
"14678","THOC5","THOC5"
"14679","THOC6","THOC6"
"14680","THOC7","THOC7"
"14681","THOP1","THOP1"
"14682","THPO","THPO"
"14683","THRA","THRA"
"14684","THRAP3","THRAP3"
"14685","THRB","THRB"
"14686","THRSP","THRSP"
"14687","THSD1","THSD1"
"14688","THSD4","THSD4"
"14689","THSD7A","THSD7A"
"14690","THSD7B","THSD7B"
"14691","THTPA","THTPA"
"14692","THUMPD1","THUMPD1"
"14693","THUMPD2","THUMPD2"
"14694","THUMPD3","THUMPD3"
"14695","THY1","THY1"
"14696","THYN1","THYN1"
"14697","TIA1","TIA1"
"14698","TIAL1","TIAL1"
"14699","TIAM1","TIAM1"
"14700","TIAM2","TIAM2"
"14701","TICAM1","TICAM1"
"14702","TMED7","TICAM2"
"14703","TICRR","TICRR"
"14704","TIE1","TIE1"
"14705","TIFA","TIFA"
"14706","TIFAB","TIFAB"
"14707","TIGAR","TIGAR"
"14708","TIGD1","TIGD1"
"14709","TIGD2","TIGD2"
"14710","TIGD5","TIGD5"
"14711","TIGD6","TIGD6"
"14712","TIGD7","TIGD7"
"14713","TIGIT","TIGIT"
"14714","TIMD4","TIMD4"
